Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Inventory_Cycle,Max_Stock
HUILE VEGETALE,2.0,BIDON (5 L),Epicerie,samedi,2025-04,A,47,6.0
GANT EN VINYL MEDUIM,2.0,BTE (100 PC),Hygiène,samedi,2025-04,A,47,1000.0
AJAX VITRE,2.0,PC (1 PC),Hygiène,samedi,2025-04,A,47,10.0
VIANDE HACHEE SPECIAL MAIGRE CONGELE KG,20.2,KG (1 KG),Viandes Surgelées,samedi,2025-04,B,47,87.03
FROMAGE MOZZARELLA  KG,30.0,KG (1 KG),Beurre Oeuf Fromage,samedi,2025-04,A,47,70.0
JAMBON DE BOEUF FUME,5.35,KG (1 KG),Charcuterie,samedi,2025-04,A,47,8.1
MAYONAISE,3.0,SEAU (5 L),Beurre Oeuf Fromage,samedi,2025-04,A,47,4.0
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,15.0,PC (1 PC),Epicerie,samedi,2025-04,B,47,45.0
KINDER BUENO,30.0,PC (1 PC),Epicerie,samedi,2025-04,A,47,90.0
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,samedi,2025-04,A,47,24.0
BASILIC BARQUETTE,1.6,KG (1 KG),Legumes Frais,samedi,2025-04,A,47,2.75
OLIVE DENOYETE,7.0,KG (1 KG),Epicerie,samedi,2025-04,B,47,10.035
ORANGE A JUS,40.0,KG (1 KG),Jus Fruit Lait,samedi,2025-04,A,47,121.0
SANIT SURF,4.0,PC (1 PC),Hygiène,samedi,2025-04,A,47,5.0
SALADE LAITUE TUN,37.6,KG (1 KG),Legumes Frais,samedi,2025-04,A,47,77.0
PAIN CHAWARMA *10,3.0,PQT (10 PC),Boulangerie_R,samedi,2025-04,A,47,30.0
SUCRE EN SACHET DAILY BREAK,10.0,PC (1 KG),Cafe,samedi,2025-04,A,47,50.0
DADDY'S CHIPS SPICY PAPRIKA 70G,15.0,PC (1 PC),Epicerie,samedi,2025-04,A,47,60.0
NUTELLA GO 52 GR,24.0,PC (1 PC),Epicerie,samedi,2025-04,C,47,72.0
PIMENT ROUGE SALLE,5.0,KG (1 KG),Epicerie,samedi,2025-04,B,47,14.0
GANT EN VINYL  XL,4.0,BTE (100 PC),Hygiène,samedi,2025-04,A,47,1000.0
CUILLERE A CAFE PLASTIQUE,14.0,PQT (100 PC),Consommable,samedi,2025-04,A,47,5000.0
MENTOS ROLLS RAINBOW,40.0,PC (1 PC),Epicerie,samedi,2025-04,D,47,40.0
GOBLET TRA 270ML + COUVERCLE,50.0,PC,Consommable,dimanche,2025-04,C,47,500.0
LAIT UHT DEMI ECREME,3.0,PQT (1 L),Jus Fruit Lait,dimanche,2025-04,A,47,82.0
CREME CHANTILLY,1.0,PC (1 PC),Pâtisseries,dimanche,2025-04,D,47,11.0
COCA COLA BOITE ZERO 24CL,12.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,180.0
PAIN CIABATTA NATURE,100.0,PC (1 PC),Boulangerie_R,dimanche,2025-04,A,47,6110.0
MAY 0.5L,360.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,1680.0
BOGA LIME BOITE 24CL,48.0,BTE (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,138.0
COCA COLA BOITE ZERO 24CL,48.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,180.0
FANTA BOITE 24CL,48.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,120.0
LOT CAFE GRAIN ESPRESSO ELITE 3,5.0,PC (1 KG),Cafe,dimanche,2025-04,A,47,12.0
MAY 0.5L,300.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,1680.0
RED BULL,48.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,96.0
LOT CAFE GRAIN ESPRESSO ELITE 3,5.0,PC (1 KG),Cafe,dimanche,2025-04,A,47,12.0
CAPSULE CAFFITALY INTENSO,100.0,PC,Cafe,dimanche,2025-04,C,47,480.0
LAIT UHT DEMI ECREME,24.0,PQT (1 L),Jus Fruit Lait,dimanche,2025-04,A,47,82.0
BOGA LIME BOITE 24CL,24.0,BTE (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,138.0
FANTA BOITE 24CL,24.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,120.0
BECK'S JET 24CL,60.0,BTL (1 PC),Alcools,dimanche,2025-04,A,47,144.0
ESCALOPE POULET PANE CONGELE,13.9,KG,Volaille Surgelée,dimanche,2025-04,A,47,40.06
CELTIA JET 25CL,60.0,PC (1 PC),Alcools,dimanche,2025-04,A,47,144.0
GANT EN VINYL  XL,2.0,BTE (100 PC),Hygiène,dimanche,2025-04,A,47,1000.0
"TOMATE CONCENTREE EN BOITE,12.0,""BTE (0,8 KG)"",Epicerie,dimanche,2025-04,B,47,12.0"
TOMATE FRAICHE,10.0,KG (1 KG),Legumes Frais,dimanche,2025-04,A,47,83.0
OIGNONS ROUGE,6.0,KG (1 KG),Legumes Frais,dimanche,2025-04,A,47,25.9
"THON HV EN BOITE,6.0,""BTE (2,05 KG)"",Conserve de Poisson,dimanche,2025-04,B,47,50.0"
COCA COLA BOITE 24CL,24.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,240.0
LAIT UHT DEMI ECREME,1.0,PQT (1 L),Jus Fruit Lait,dimanche,2025-04,A,47,82.0
"PATE SPAGHETTI,11.0,""PQT (0,5 KG)"",Epicerie,dimanche,2025-04,B,47,24.0"
CHOCOLAT CHAUD EN POUDRE,1.0,KG (1 KG),Cafe,dimanche,2025-04,B,47,5.0
SERVIETTE 30*30 MF,9.0,PQT (1 PQT),Consommable,dimanche,2025-04,B,47,42.0
CREME CHANTILLY,1.0,PC (1 PC),Pâtisseries,dimanche,2025-04,D,47,11.0
CAPSULE CAFFITALY VIGOROSO,100.0,PC,Cafe,dimanche,2025-04,D,47,200.0
COCA COLA BOITE 24CL,48.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,240.0
CONCOMBRE,18.5,KG (1 KG),Legumes Frais,dimanche,2025-04,A,47,34.4
"CHOCOLAT EN POUDRE,10.0,""PC (0,2 KG)"",Cafe,dimanche,2025-04,A,47,12.0"
MAYONAISE EN DOSETTE,1000.0,PC (1 PC),Epicerie,dimanche,2025-04,C,47,3000.0
CAPSULE CAFFITALY VIGOROSO,96.0,PC (1 PC),Cafe,dimanche,2025-04,D,47,200.0
CAPSULE CAFFITALY INTENSO,96.0,PC (1 PC),Cafe,dimanche,2025-04,C,47,480.0
MAY 0.5L,300.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,1680.0
PAIN CHAWARMA *10,5.0,PQT (10 PC),Boulangerie_R,dimanche,2025-04,A,47,30.0
LEVURE BOULANGERE NORMALE,1.0,PQT (6 PC),Boulangerie_R,dimanche,2025-04,B,47,12.0
MAY 0.5L,4.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,1680.0
RED BULL,48.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,96.0
Muffin daily'n,4.0,PC (1 PC),Pâtisseries,dimanche,2025-04,A,47,958.0
FARINE EN PAQUET,20.0,PC (1 KG),Epicerie,dimanche,2025-04,A,47,50.0
COURGETTE,2.0,KG (1 KG),Legumes Frais,dimanche,2025-04,A,47,7.95
FROMAGE MOZZARELLA  KG,20.0,KG (1 KG),Beurre Oeuf Fromage,dimanche,2025-04,A,47,70.0
PIMENT DOUX,4.4,KG (1 KG),Legumes Frais,dimanche,2025-04,A,47,20.0
ESCALOPE POULET PANE CONGELE,9.07,KG (1 KG),Volaille Surgelée,dimanche,2025-04,A,47,40.06
GANT EN VINYL  XL,2.0,BTE (100 PC),Hygiène,dimanche,2025-04,A,47,1000.0
OEUFS,5.0,PLT (30 PC),Beurre Oeuf Fromage,dimanche,2025-04,A,47,10.0
SALADE LAITUE TUN,25.3,KG (1 KG),Legumes Frais,dimanche,2025-04,A,47,77.0
SAC SOUS VIDE LISSE 30*30,2.0,SAC (100 PC),Consommable,dimanche,2025-04,A,47,600.0
TOMATE CERISES,2.0,KG (1 KG),Legumes Frais,dimanche,2025-04,A,47,5.65
FRAISE FRAIS,0.5,KG (1 KG),Fruits & Legumes Frais,dimanche,2025-04,A,47,10.35
AUBERGINE,2.0,KG (1 KG),Legumes Frais,dimanche,2025-04,B,47,5.5
CHAMPIGNON FRAIS,5.0,KG (1 KG),Legumes Frais,dimanche,2025-04,A,47,10.0
ORANGE A JUS,36.1,KG (1 KG),Jus Fruit Lait,dimanche,2025-04,A,47,121.0
GOBLET PET 350 CC,50.0,PC (1 PC),Consommable,dimanche,2025-04,A,47,1300.0
TOMATE FRAICHE,40.9,KG (1 KG),Legumes Frais,dimanche,2025-04,A,47,83.0
GANT EN VINYL MEDUIM,2.0,BTE (100 PC),Hygiène,dimanche,2025-04,A,47,1000.0
GOBLET 9 0Z MF,100.0,PC (1 PC),Consommable,dimanche,2025-04,A,47,1000.0
EAU MINÉRALE 6L,3.0,BTL (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,10.0
SEL,3.0,PC (1 KG),Epicerie,dimanche,2025-04,B,47,7.0
ORANGE A JUS,20.65,KG (1 KG),Jus Fruit Lait,dimanche,2025-04,A,47,121.0
MAY 0.5L,408.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,1680.0
LAIT UHT DEMI ECREME,2.0,PQT (1 L),Jus Fruit Lait,dimanche,2025-04,A,47,82.0
PAIN CIABATTA NATURE,40.0,PC (1 PC),Boulangerie_R,dimanche,2025-04,A,47,6110.0
CUILLERE A CAFE PLASTIQUE,3.0,PQT (100 PC),Consommable,dimanche,2025-04,A,47,5000.0
"DINOL,1.0,""BIDON (4,75 L)"",Hygiène,dimanche,2025-04,A,47,35.0"
BOGA LIME BOITE 24CL,96.0,BTE (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,138.0
COCA COLA BOITE 24CL,180.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,240.0
FANTA BOITE 24CL,114.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,120.0
HEINEKEN BLLE 30CL,96.0,BTL (1 BTL),Alcools,dimanche,2025-04,A,47,555.0
AMSTEL BEER BLLE 33CL,23.0,BTL (1 BTL),Alcools,dimanche,2025-04,B,47,175.0
SUCRE GLACE,5.0,PC,Pâtisseries,dimanche,2025-04,D,47,10.0
PAIN ROND FARINE,150.0,PC (1 PC),Boulangerie_R,dimanche,2025-04,A,47,3480.0
PAIN MACDO  GRAINS SESAME,250.0,PC (1 PC),Boulangerie_R,dimanche,2025-04,A,47,4290.0
CREME A FOUETTER,5.0,PC (1 PC),GLACES,dimanche,2025-04,B,47,10.0
LAIT UHT DEMI ECREME,24.0,PQT (1 L),Jus Fruit Lait,dimanche,2025-04,A,47,82.0
PAIN ROND FARINE,100.0,PC (1 PC),Boulangerie_R,dimanche,2025-04,A,47,3480.0
PAIN MACDO  GRAINS SESAME,100.0,PC (1 PC),Boulangerie_R,dimanche,2025-04,A,47,4290.0
FILM ETIRABLE,2.0,PC (1 PC),Consommable,dimanche,2025-04,A,47,6.0
BACTYGEL 703 CF,1.0,BTL,Hygiène,dimanche,2025-04,B,47,3.0
GOBLET DB 19 CC,1000.0,PC (1 PC),Consommable,dimanche,2025-04,A,47,3000.0
SANIT SURF,1.0,PC (1 PC),Hygiène,dimanche,2025-04,A,47,5.0
COCA COLA BOITE ZERO 24CL,72.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,180.0
GANT EN VINYL  XL,3.0,BTE (100 PC),Hygiène,dimanche,2025-04,A,47,1000.0
CUILLIERE NOIRE EJEM,2.0,SCH (100 PC),Consommable,dimanche,2025-04,A,47,1000.0
EAU MINÉRALE 6L,3.0,BTL (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,10.0
MAYONAISE,2.0,SEAU (5 L),Beurre Oeuf Fromage,dimanche,2025-04,A,47,4.0
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,dimanche,2025-04,A,47,24.0
FRITE SURGELE 9/9 CLASSIC 2.5 KG,35.0,KG (1 KG),Legumes Surgelés,dimanche,2025-04,A,47,60.0
FILM ETIRABLE,1.0,PC (1 PC),Consommable,dimanche,2025-04,A,47,6.0
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,dimanche,2025-04,A,47,13.0
CORNICHON FRAIS,1.0,SEAU (2 KG),Legumes Frais,dimanche,2025-04,B,47,6.0
POULET PANE AMANDE PB,70.0,PC (1 PC),Volaille Surgelée,dimanche,2025-04,A,47,80.0
FRAISE FRAIS,2.9,KG (1 KG),Fruits & Legumes Frais,dimanche,2025-04,A,47,10.35
RAME PAPIER A4,3.0,PC (1 PC),Fournitures de Bureau,dimanche,2025-04,B,47,17.0
AGRAFFE,6.0,PC (1 PC),Fournitures de Bureau,dimanche,2025-04,C,47,8.0
POMME (FRUIT),0.65,KG (1 KG),Fruits & Legumes Frais,dimanche,2025-04,A,47,6.6
PAIN HAMBURGER AC,25.0,PC (1 PC),Boulangerie_R,dimanche,2025-04,A,47,125.0
Muffin daily'n,13.0,PC (1 PC),Pâtisseries,dimanche,2025-04,A,47,958.0
SERVIETTE EN PAPIER 30*30,18.0,PC (1 PC),Consommable,dimanche,2025-04,A,47,72.0
JUS STILL 20 CL,13.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-04,A,47,192.0
EAU MINERALE 1,5L,18.0,PC,Eaux et Sodas,dimanche,2025-04,A,47,3970.0
KETCHUP EN DOSETTE,1000.0,PC (1 PC),Epicerie,dimanche,2025-04,C,47,3000.0
MAYONAISE EN DOSETTE,1000.0,PC (1 PC),Epicerie,dimanche,2025-04,C,47,3000.0
MAY 0.5L,13.0,PC (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,1680.0
SAC SANDWICH DAILY BREAK,1000.0,PC (1 PC),Consommable,dimanche,2025-04,B,47,4000.0
GOBLET DB 25 CC,1000.0,PC (1 PC),Consommable,dimanche,2025-04,A,47,3000.0
MIX A CREPE FRAN,10.0,PC (1 KG),Pâtisseries,dimanche,2025-04,C,47,30.0
SERVIETTE EN PAPIER 30*30,18.0,PC (1 PC),Consommable,dimanche,2025-04,A,47,72.0
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2025-04,A,47,13.0
POUDRE TENDERS PB,10.0,KG (1 KG),Volaille Surgelée,dimanche,2025-04,B,47,20.0
EAU MINÉRALE 6L,3.0,BTL (1 PC),Eaux et Sodas,dimanche,2025-04,A,47,10.0
KIWI,60.0,PC (1 PC),Fruits & Legumes Frais,dimanche,2025-04,A,47,109.0
SERVIETTE EN PAPIER 30*30,18.0,PC,Consommable,lundi,2025-04,A,47,72.0
PAIN ROND FARINE,80.0,PC (1 PC),Boulangerie_R,lundi,2025-04,A,47,3480.0
BECK'S JET 24CL,6.0,BTL (1 PC),Alcools,lundi,2025-04,A,47,144.0
PAIN MACDO  GRAINS SESAME,100.0,PC (1 PC),Boulangerie_R,lundi,2025-04,A,47,4290.0
COCA COLA BOITE ZERO 24CL,13.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,180.0
PAIN HAMBURGER AC,25.0,PC (1 PC),Boulangerie_R,lundi,2025-04,A,47,125.0
COCA COLA BOITE 24CL,48.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,240.0
MIEL MILLE FLEURS,1.0,KG (1 KG),Epicerie,lundi,2025-04,D,47,5.0
MAY 0.5L,120.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,1680.0
PUNCH CIDRE 50CL,12.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,B,47,48.0
GANT EN VINYL MEDUIM,1.0,BTE (100 PC),Hygiène,lundi,2025-04,A,47,1000.0
GANT EN VINYL  XL,2.0,BTE (100 PC),Hygiène,lundi,2025-04,A,47,1000.0
LOT CAFE GRAINS  PUR EXPRESS,2.0,KG,Cafe,lundi,2025-04,A,47,10.0
MAYONAISE,3.0,SEAU (5 L),Beurre Oeuf Fromage,lundi,2025-04,A,47,4.0
PAIN CIABATTA NATURE,100.0,PC (1 PC),Boulangerie_R,lundi,2025-04,A,47,6110.0
OIGNION VERT,2.6,KG,Legumes Frais,lundi,2025-04,D,47,6.75
ESCALOPE POULET FRAIS,38.72,KG (1 KG),Volaille Surgelée,lundi,2025-04,A,47,136.28
PUNCH ORANGE 50CL,12.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,B,47,48.0
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0
LOT CAFE GRAIN ESPRESSO ELITE 3,3.0,PC (1 KG),Cafe,lundi,2025-04,A,47,12.0
BOGA LIME BOITE 24CL,21.0,BTE (1 PC),Eaux et Sodas,lundi,2025-04,A,47,138.0
FANTA BOITE 24CL,12.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,120.0
LAIT UHT DEMI ECREME,24.0,PQT (1 L),Jus Fruit Lait,lundi,2025-04,A,47,82.0
RED BULL,48.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,96.0
MAY 0.5L,120.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,1680.0
PUNCH CIDRE 50CL,12.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,B,47,48.0
COCA COLA BOITE 24CL,29.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,240.0
FANTA BOITE 24CL,93.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,120.0
RED BULL,24.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,96.0
"PATE SPAGHETTI,6.0,""PQT (0,5 KG)"",Epicerie,lundi,2025-04,B,47,24.0"
"CREME DE CUISSON,5.0,""BTE (0,95 L)"",Beurre Oeuf Fromage,lundi,2025-04,B,47,10.0"
"PATE PLUME COURTE,6.0,""PQT (0,5 KG)"",Epicerie,lundi,2025-04,B,47,24.0"
OIGNONS BLANC,8.2,KG (1 KG),Legumes Frais,lundi,2025-04,A,47,33.65
CAPSULE CAFFITALY INTENSO,96.0,PC,Cafe,lundi,2025-04,C,47,480.0
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0
MAY 0.5L,120.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,1680.0
JAMBON DE DINDE,1.2,KG,Charcuterie,lundi,2025-04,A,47,10.8
POT NUTELLA,12.0,PC (1 KG),Pâtisseries,lundi,2025-04,D,47,24.0
LAIT UHT DEMI ECREME,36.0,PQT (1 L),Jus Fruit Lait,lundi,2025-04,A,47,82.0
Muffin daily'n,4.0,PC (1 PC),Pâtisseries,lundi,2025-04,A,47,958.0
MAY 0.5L,4.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,1680.0
JUS STILL 20 CL,2.0,PC (1 PC),Jus Fruit Lait,lundi,2025-04,A,47,192.0
TOMATE CERISES,2.0,KG (1 KG),Legumes Frais,lundi,2025-04,A,47,5.65
TOMATE FRAICHE,30.0,KG (1 KG),Legumes Frais,lundi,2025-04,A,47,83.0
CAROTTE,1.15,KG (1 KG),Legumes Frais,lundi,2025-04,A,47,20.0
AVOCAT FRUIT PIECE,4.0,PC (1 PC),Fruits & Legumes Frais,lundi,2025-04,B,47,15.0
GANT EN VINYL  XL,2.0,BTE (100 PC),Hygiène,lundi,2025-04,A,47,1000.0
PERSIL,0.3,KG (1 KG),Legumes Frais,lundi,2025-04,A,47,4.0
HUILE VEGETALE,1.0,BIDON (5 L),Epicerie,lundi,2025-04,A,47,6.0
GANT EN VINYL  XL,2.0,BTE (100 PC),Hygiène,lundi,2025-04,A,47,1000.0
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0
"THON HV EN BOITE,12.0,""BTE (2,05 KG)"",Conserve de Poisson,lundi,2025-04,B,47,50.0"
POCHETTE CROISSANT CRAFT 11*5*28,2000.0,PC (1 PC),Consommable,lundi,2025-04,D,47,3000.0
Muffin daily'n,2.0,PC (1 PC),Pâtisseries,lundi,2025-04,A,47,958.0
HUILE VEGETALE,4.0,BIDON (5 L),Epicerie,lundi,2025-04,A,47,6.0
MIRA 1L,480.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,480.0
LOT CAFE GRAIN ESPRESSO ELITE 3,10.0,PC (1 KG),Cafe,lundi,2025-04,A,47,12.0
NUGGETS PANE PB,50.0,PC (1 PC),Volaille Surgelée,lundi,2025-04,A,47,50.0
PUNCH ORANGE 50CL,15.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,B,47,48.0
GANT EN VINYL MEDUIM,1.0,BTE (100 PC),Hygiène,lundi,2025-04,A,47,1000.0
JUS STILL 20 CL,96.0,PC (1 PC),Jus Fruit Lait,lundi,2025-04,A,47,192.0
COCA COLA BOITE ZERO 24CL,18.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,180.0
COCA ZERO PET 30 CL,96.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,D,47,96.0
MAYONAISE,1.0,SEAU (5 L),Beurre Oeuf Fromage,lundi,2025-04,A,47,4.0
"MARGARINE,1.0,""SEAU (4,5 KG)"",Beurre Oeuf Fromage,lundi,2025-04,B,47,4.5"
EPINARD,2.05,KG (1 KG),Legumes Frais,lundi,2025-04,B,47,7.2
HUILE VEGETALE,1.0,BIDON (5 L),Epicerie,lundi,2025-04,A,47,6.0
SEMOULE FINE,10.0,KG (1 KG),Epicerie,lundi,2025-04,B,47,50.0
FARINE EN PAQUET,30.0,PC (1 KG),Epicerie,lundi,2025-04,A,47,50.0
FILM ETIRABLE,1.0,PC (1 PC),Consommable,lundi,2025-04,A,47,6.0
COUTEAU A PAIN 21 CM,1.0,PC (1 PC),Accessoire & couvert,lundi,2025-04,D,47,2.0
FROMAGE BLANC FONDU KG,2.2,KG,Beurre Oeuf Fromage,lundi,2025-04,C,47,13.2
LOT CAFE GRAINS  PUR EXPRESS,4.0,KG,Cafe,lundi,2025-04,A,47,10.0
LOT CAFE GRAIN BARISTA,1.0,PC (1 KG),Cafe,lundi,2025-04,A,47,12.0
LAIT UHT DEMI ECREME,18.0,PQT (1 L),Jus Fruit Lait,lundi,2025-04,A,47,82.0
LAIT UHT DEMI ECREME,18.0,PQT (1 L),Jus Fruit Lait,lundi,2025-04,A,47,82.0
LAIT UHT DEMI ECREME,60.0,PQT (1 L),Jus Fruit Lait,lundi,2025-04,A,47,82.0
BOGA CIDRE PET 30 CL,36.0,PC,Eaux et Sodas,lundi,2025-04,C,47,60.0
"TOMATE CONCENTREE EN BOITE,3.0,""BTE (0,8 KG)"",Epicerie,lundi,2025-04,B,47,12.0"
FANTA BOITE 24CL,54.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,120.0
COCA COLA BOITE 24CL,84.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,240.0
PUNCH CIDRE 50CL,18.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,B,47,48.0
"PATE SPAGHETTI,11.0,""PQT (0,5 KG)"",Epicerie,lundi,2025-04,B,47,24.0"
MAY 0.5L,180.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,1680.0
RED BULL,41.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,96.0
GARCI GAZ 1L,20.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,60.0
FRITE SURGELE 9/9 CLASSIC 2.5 KG,30.0,KG (1 KG),Legumes Surgelés,lundi,2025-04,A,47,60.0
EMBALLAGE CREPE CIG,500.0,PC (1 PC),Consommable,lundi,2025-04,B,47,2000.0
SUCRE EN SACHET DAILY BREAK,10.0,PC (1 KG),Cafe,lundi,2025-04,A,47,50.0
LOT CAFE GRAIN ESPRESSO ELITE 3,10.0,PC (1 KG),Cafe,lundi,2025-04,A,47,12.0
RED BULL,24.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,96.0
LAIT UHT DEMI ECREME,36.0,PQT (1 L),Jus Fruit Lait,lundi,2025-04,A,47,82.0
PACK FOOD BOWL + COUVERCLE 1.2 L,25.0,PC (1 PC),Consommable,lundi,2025-04,B,47,125.0
PAILLE NOIR,3.0,PQT (250 PC),Consommable,lundi,2025-04,A,47,14.0
SERVIETTE EN PAPIER 30*30,18.0,PC (1 PC),Consommable,lundi,2025-04,A,47,72.0
STEACK HACHE (PORTION 115GR),8.0,PC (1 KG),Viandes Surgelées,lundi,2025-04,C,47,18.0
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2025-04,A,47,13.0
HARISSA CONCENTRE EN BOITE,2.0,BTE (2 KG),Epicerie,lundi,2025-04,A,47,20.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,1.2,KG (1000 GR),Viandes Fraiches,lundi,2025-04,A,47,5.0
"HARISSA ARBI,4.0,""BTE (0,45 KG)"",Epicerie,lundi,2025-04,A,47,10.0"
FRITE SURGELE WEDGES 2.5 KG,10.0,KG (1 KG),Legumes Surgelés,lundi,2025-04,B,47,40.0
"TOMATE CONCENTREE EN BOITE,2.0,""BTE (0,8 KG)"",Epicerie,lundi,2025-04,B,47,12.0"
MOUTARDE DIJON,4.0,BTE (850 GR),Epicerie,lundi,2025-04,D,47,6.0
OLIVE NOIRE SLICE,7.0,KG (1 KG),Epicerie,lundi,2025-04,B,47,14.0
MAYONAISE,2.0,SEAU (5 L),Beurre Oeuf Fromage,lundi,2025-04,A,47,4.0
PUNCH ORANGE 50CL,12.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,B,47,48.0
PAIN CIABATTA NATURE,40.0,PC (1 PC),Boulangerie_R,lundi,2025-04,A,47,6110.0
COCA COLA BOITE 24CL,52.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,240.0
COCA COLA BOITE ZERO 24CL,14.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,180.0
PUNCH CIDRE 50CL,5.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,B,47,48.0
BOGA LIME BOITE 24CL,9.0,BTE (1 PC),Eaux et Sodas,lundi,2025-04,A,47,138.0
AMSTEL BEER BLLE 33CL,72.0,BTL (1 BTL),Alcools,lundi,2025-04,B,47,175.0
LOT CAFE GRAIN ESPRESSO ELITE 3,4.0,PC (1 KG),Cafe,lundi,2025-04,A,47,12.0
HEINEKEN BLLE 30CL,236.0,BTL (1 BTL),Alcools,lundi,2025-04,A,47,555.0
RED BULL,5.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,96.0
FANTA BOITE 24CL,12.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,120.0
MAYONAISE,2.0,SEAU (5 L),Beurre Oeuf Fromage,lundi,2025-04,A,47,4.0
COUTEAU NOIRE EMBALLE EJEM,1.0,SCH (1000 PC),Consommable,lundi,2025-04,B,47,1500.0
GARCI GAZ 1L,9.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,60.0
NOIX DE CAJOU GRILLES SALEES 65GR,12.0,PC (1 PC),Fruits Secs,lundi,2025-04,B,47,36.0
MAY 0.5L,2.0,PC (1 PC),Eaux et Sodas,lundi,2025-04,A,47,1680.0
FUT HEINEKEIN,4.0,BTL (20 L),Alcools,lundi,2025-04,B,47,120.0
CUILLERE A CAFE PLASTIQUE,10.0,PQT (100 PC),Consommable,lundi,2025-04,A,47,5000.0
LAIT UHT DEMI ECREME,12.0,PQT (1 L),Jus Fruit Lait,lundi,2025-04,A,47,82.0
GOBLET CAFE 192 ML CIG,1000.0,PC (1 PC),Consommable,lundi,2025-04,B,47,3000.0
