Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Inventory_Cycle,Max_Stock
AJAX VITRE,1.0,PC (1 PC),Hygiène,dimanche,2024-06,A,16,10.0
CUILLERE A CAFE PLASTIQUE,700.0,PC,Consommable,dimanche,2024-06,A,16,5000.0
PAIN CHAWARMA *10,3.0,PQT (10 PC),Boulangerie_R,dimanche,2024-06,A,16,30.0
SERVIETTE EN PAPIER 30*30,18.0,PC,Consommable,dimanche,2024-06,A,16,72.0
PAIN DE MIE NATURE,26.0,PC,Boulangerie_R,dimanche,2024-06,B,16,52.0
JUS FRAISE  MINI CAMAROSA 250 ml,14.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-06,A,16,60.0
JUS CITRONADE  CLASSIQUE 250 ml,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-06,A,16,80.0
ROULEAU CAISSE 80*80,10.0,PC (1 PC),Fournitures de Bureau,dimanche,2024-06,A,16,60.0
VIANDE HACHEE SPECIAL RESTO,6.0,PC (1 KG),Viandes Fraiches,dimanche,2024-06,A,16,162.87
GANT EN VINYL  XL,300.0,SCH (1 PC),Hygiène,dimanche,2024-06,A,16,1000.0
SAC SANDWICH DAILY BREAK,1000.0,PC (1 PC),Consommable,dimanche,2024-06,B,16,4000.0
NOIX DE CAJOU GRILLES SALEES 65GR,12.0,PC (1 PC),Fruits Secs,dimanche,2024-06,B,16,36.0
FROMAGE MAASDAM EN BLOC PB,5.0,KG (1 KG),Beurre Oeuf Fromage,dimanche,2024-06,A,16,20.0
FROMAGE CHEDDAR EN BLOC,5.0,KG (1 KG),Beurre Oeuf Fromage,dimanche,2024-06,A,16,20.0
ROULEAU TPE,10.0,PC (1 PC),Fournitures de Bureau,dimanche,2024-06,A,16,60.0
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,dimanche,2024-06,A,16,13.0
SAC GROUPAGE DB,1500.0,PC (1 PC),Consommable,dimanche,2024-06,B,16,4500.0
SERVIETTE EN PAPIER 30*30,18.0,PC (1 PC),Consommable,dimanche,2024-06,A,16,72.0
ORANGE A JUS,40.0,KG (1 KG),Jus Fruit Lait,dimanche,2024-06,A,16,121.0
MIX A CREPE FRANCAISE,20.0,SAC (1 SAC),Pâtisseries,dimanche,2024-06,B,16,50.0
SET DE PLATEAU DB,2000.0,PC,Consommable,dimanche,2024-06,B,16,5000.0
EAU MINERALE 1,5L,20.0,PC,Eaux et Sodas,dimanche,2024-06,A,16,3970.0
SAC GROUPAGE DB,4500.0,PC,Consommable,dimanche,2024-06,B,16,4500.0
"FROMAGE PARMESAN PB,0.2,""KG (0,2 KG)"",Beurre Oeuf Fromage,dimanche,2024-06,A,16,1.2"
EAU MINERALE 1,5L,24.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,3970.0
MAY 0.5L,70.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,1680.0
TIC TAC ORANGE,12.0,PC (1 PC),Epicerie,dimanche,2024-06,D,16,24.0
MENTOS ROLLS FRUIT FLAVOUR,40.0,PC (1 PC),Epicerie,dimanche,2024-06,D,16,40.0
TIC TAC MENTHE,12.0,PC (1 PC),Epicerie,dimanche,2024-06,D,16,24.0
TIC TAC SPEARMINT,12.0,PC (1 PC),Epicerie,dimanche,2024-06,D,16,24.0
FANTA BOITE 24CL,3.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,120.0
COCA COLA BOITE 24CL,8.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,240.0
MENTOS ROLLS MENTHE,40.0,PC (1 PC),Epicerie,dimanche,2024-06,D,16,40.0
BOGA LIME BOITE 24CL,4.0,BTE (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,138.0
CACAHUETES GRILLEES SALEES 70GR,12.0,PC (1 PC),Fruits Secs,dimanche,2024-06,C,16,36.0
JUS CITRONADE  CLASSIQUE 250 ml,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-06,A,16,80.0
NOIX DE CAJOU GRILLES SALEES 65GR,12.0,PC (1 PC),Fruits Secs,dimanche,2024-06,B,16,36.0
LAIT UHT DEMI ECREME,36.0,PQT (1 L),Jus Fruit Lait,dimanche,2024-06,A,16,82.0
POMME (FRUIT),1.0,KG (1 KG),Fruits & Legumes Frais,dimanche,2024-06,A,16,6.6
PECHES,1.0,KG (1 KG),Fruits & Legumes Frais,dimanche,2024-06,A,16,4.5
RAME PAPIER A4,3.0,PC (1 PC),Fournitures de Bureau,dimanche,2024-06,B,16,17.0
JUS FRAISE  MINI CAMAROSA 250 ml,15.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-06,A,16,60.0
MAYO 5L DEJ,15.0,KG (5000 GR),Beurre Oeuf Fromage,dimanche,2024-06,A,16,25.0
MIRA 1L,60.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,480.0
GOBLET CARTON GOURM 25CL,1000.0,PC (1 PC),Consommable,dimanche,2024-06,B,16,2000.0
HARISSA 5/2,2.0,BOTTE (1 BTE),Epicerie,dimanche,2024-06,A,16,24.0
MAIS EN BOITE,2.0,BTE (340 GR),Epicerie,dimanche,2024-06,A,16,24.0
SAUCE PLAN B 5KG,5.0,SEAU (1000 GR),Epicerie,dimanche,2024-06,B,16,10.0
SAUCE A L'AIL PB,2.0,L (1 KG),Epicerie,dimanche,2024-06,A,16,3.0
GARCI GAZ P.E.T 1 L,1.0,L (1 GR),Eaux et Sodas,dimanche,2024-06,A,16,103.0
BOUTEILLE DE VINAIGRETTE 250ML,2.0,PC (250 GR),Epicerie,dimanche,2024-06,A,16,6.0
MARINADE POULET GRILLE 2KG PB,8.0,PC (1 KG),Volaille Surgelée,dimanche,2024-06,A,16,12.0
SERPILLERE,2.0,PC (1 PC),Hygiène,dimanche,2024-06,A,16,42.0
FANTA BOITE 24CL,17.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,120.0
COCA COLA BOITE 24CL,47.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,240.0
FROMAGE GORGONZELA,0.45,PC (1 KG),Beurre Oeuf Fromage,dimanche,2024-06,A,16,5.0
BOGA LIME BOITE 24CL,29.0,BTE (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,138.0
JUS CITRONADE  CLASSIQUE 250 ml,60.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-06,A,16,80.0
PATE PIZZA FOCACCIA 12/40,12.0,PC (1 PC),Boulangerie_R,dimanche,2024-06,A,16,150.0
PAIN HAMBURGER AC,40.0,PC (1 PC),Boulangerie_R,dimanche,2024-06,A,16,125.0
ROULEAU TPE,40.0,PC (1 PC),Fournitures de Bureau,dimanche,2024-06,A,16,60.0
COUVERCLE GOBLET TRSP 35 CL EJEM,1000.0,PC (1 PC),Consommable,dimanche,2024-06,B,16,1000.0
DADDY'S CHIPS CLASSIC SEL DE MER 70G,45.0,PC (1 PC),Epicerie,dimanche,2024-06,A,16,75.0
SERVIETTE EN PAPIER 30*30,48.0,PC (1 PC),Consommable,dimanche,2024-06,A,16,72.0
COCA BOITE ZERO,12.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,166.0
JUS FRAISE  MINI CAMAROSA 250 ml,40.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-06,A,16,60.0
JUS CITRONADE  CLASSIQUE 250 ml,50.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-06,A,16,80.0
SAC SANDWICH DAILY BREAK,3000.0,PC (1 PC),Consommable,dimanche,2024-06,B,16,4000.0
DADDY'S CHIPS SPICY PAPRIKA 70G,45.0,PC (1 PC),Epicerie,dimanche,2024-06,A,16,60.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,0.9,KG (1000 GR),Viandes Fraiches,dimanche,2024-06,A,16,5.0
MAY 0.5L,112.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,1680.0
KIWI,20.0,PC (1 PC),Fruits & Legumes Frais,dimanche,2024-06,A,16,109.0
BOGA LIME BOITE 24CL,28.0,BTE (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,138.0
SCHWEPPES TONIC 24 CL,12.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,D,16,24.0
PATE PIZZA FOCACCIA D32 CM,20.0,PC (1 PC),Boulangerie_R,dimanche,2024-06,C,16,50.0
EAU MINERALE 1,5L,6.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,3970.0
SIROP DE CARAMEL 1L MONIN,1.0,PC (1000 ML),Pâtisseries,dimanche,2024-06,B,16,2.0
GOBLET JUS TRANSPARENT CI GUSTA,100.0,PC,Consommable,dimanche,2024-06,C,16,600.0
MENTHE SECHE,0.18,KG (1 KG),Epicerie,dimanche,2024-06,D,16,2.0
GOBLET PET 350 CC,1000.0,PC (1 PC),Consommable,dimanche,2024-06,A,16,1300.0
SERVIETTE 30*30 CIGUSTA,48.0,PC,Consommable,dimanche,2024-06,B,16,96.0
BOITE FRAPPE CAFE 1,36KG MONIN,1.0,BTE (1360 GR),Pâtisseries,dimanche,2024-06,C,16,3.0
RISTRETTO NSPRS,150.0,PC (1 PC),Cafe,dimanche,2024-06,A,16,1500.0
GOBLET CAFE 192 ML CIG,1000.0,PC (1 PC),Consommable,dimanche,2024-06,B,16,3000.0
BECK'S JET 24CL,18.0,BTL (1 PC),Alcools,dimanche,2024-06,A,16,144.0
BACON BOEUF FUME TRANCHES ( 300GR),0.6,KG (1000 GR),Viandes Fraiches,dimanche,2024-06,A,16,3.0
FORTE NSPRS,150.0,PC (1 PC),Cafe,dimanche,2024-06,A,16,1500.0
MAY 0.5L,532.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,1680.0
COCA BOITE ZERO,51.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,166.0
JUS FRAISE  MINI CAMAROSA 250 ml,60.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-06,A,16,60.0
FOND DE PLATEAU CIG,1000.0,PC (1 PC),Consommable,dimanche,2024-06,C,16,2000.0
BACON BOEUF FUME TRANCHES ( 300GR),0.6,KG (1000 GR),Viandes Fraiches,dimanche,2024-06,A,16,3.0
CUILLERE A CAFE PLASTIQUE,700.0,PC,Consommable,dimanche,2024-06,A,16,5000.0
BARQUETTE CARTON CIG,1000.0,PC (1 PC),Consommable,dimanche,2024-06,B,16,1500.0
GANT EN VINYL  XL,300.0,SCH (1 PC),Hygiène,dimanche,2024-06,A,16,1000.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,0.6,KG (1000 GR),Viandes Fraiches,dimanche,2024-06,A,16,5.0
PATE PIZZA FOCACCIA 12/40,40.0,PC (1 PC),Boulangerie_R,dimanche,2024-06,A,16,150.0
COCA COLA BOITE 24CL,114.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,240.0
FILM ETIRABLE 725GR,1.0,PC (1 GR),Consommable,dimanche,2024-06,A,16,6.0
PEPPERONI,0.6,KG (1 KG),Charcuterie,dimanche,2024-06,A,16,2.0
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,dimanche,2024-06,A,16,13.0
FANTA BOITE 24CL,43.0,PC (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,120.0
FROMAGE GORGONZELA,0.45,PC (1 KG),Beurre Oeuf Fromage,dimanche,2024-06,A,16,5.0
DINOL,5.0,BIDON (1 KG),Hygiène,dimanche,2024-06,A,16,35.0
LAIT UHT DEMI ECREME,60.0,PQT (1 L),Jus Fruit Lait,dimanche,2024-06,A,16,82.0
CAKE ORANGE PBC,36.0,PC (1 PC),Viennoiserie,dimanche,2024-06,B,16,108.0
GANT EN VINYL  XL,400.0,SCH (1 PC),Hygiène,dimanche,2024-06,A,16,1000.0
"CHOCOLAT EN POUDRE,10.0,""PC (0,2 KG)"",Cafe,dimanche,2024-06,A,16,12.0"
LAVETTE COTON,10.0,PC (1 PC),Hygiène,dimanche,2024-06,A,16,50.0
SANIT SURF,1.0,PC (1 PC),Hygiène,dimanche,2024-06,A,16,5.0
JUS CITRONADE  CLASSIQUE 250 ml,25.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-06,A,16,80.0
SAC A POUBELLE GEANT BLANC,200.0,PC (1 PC),Hygiène,dimanche,2024-06,A,16,400.0
CAKE CITRON PBC,36.0,PC (1 PC),Viennoiserie,dimanche,2024-06,B,16,72.0
PAPIER SERVIETTE GOURMANDISE,40.0,PC (1 PC),Consommable,dimanche,2024-06,B,16,120.0
SERPILLERE,5.0,PC (1 PC),Hygiène,dimanche,2024-06,A,16,42.0
GOBLET CARTON GOURM 19 CL,1000.0,PC (1 PC),Consommable,dimanche,2024-06,B,16,2000.0
JUS FRAISE  MINI CAMAROSA 250 ml,25.0,PC (1 PC),Jus Fruit Lait,dimanche,2024-06,A,16,60.0
CAKE MARBRE PBC,55.0,PC,Viennoiserie,dimanche,2024-06,A,16,220.0
INTENSO NSPRS,150.0,PC,Cafe,dimanche,2024-06,A,16,2000.0
LOT CAFE GRAINS  PUR EXPRESS,6.0,KG,Cafe,dimanche,2024-06,A,16,10.0
BOGA LIME BOITE 24CL,48.0,BTE (1 PC),Eaux et Sodas,dimanche,2024-06,A,16,138.0
FANTA BOITE 24CL,48.0,PC,Eaux et Sodas,dimanche,2024-06,A,16,120.0
GARCI GAZ P.E.T 1 L,6.0,L (1 GR),Eaux et Sodas,dimanche,2024-06,A,16,103.0
COCA COLA BOITE 24CL,48.0,PC,Eaux et Sodas,dimanche,2024-06,A,16,240.0
COCA BOITE ZERO,48.0,PC,Eaux et Sodas,dimanche,2024-06,A,16,166.0
THE SANS SUCRE 0.9g,180.0,PC (1 PC),THE,dimanche,2024-06,B,16,180.0
ROULEAU TPE,40.0,PC (1 PC),Fournitures de Bureau,dimanche,2024-06,A,16,60.0
CELTIA JET 25CL,21.0,PC (1 PC),Alcools,dimanche,2024-06,A,16,144.0
NAPPAGE,1.0,PC (1 PC),Pâtisseries,lundi,2024-06,C,16,10.0
"CACAO EN POUDRE,1.0,""PQT (0,25 KG)"",Cafe,lundi,2024-06,C,16,7.0"
BEURRE MARGARINE  KG,4.5,PC (1 KG),Beurre Oeuf Fromage,lundi,2024-06,C,16,9.0
KIWI,30.0,PC (1 PC),Fruits & Legumes Frais,lundi,2024-06,A,16,109.0
TOMATE FRAICHE,43.4,KG (1 KG),Legumes Frais,lundi,2024-06,A,16,83.0
POMME DE TERRE,27.5,KG (1 KG),Legumes Frais,lundi,2024-06,A,16,50.0
OEUFS,1.0,PC (30 PC),Beurre Oeuf Fromage,lundi,2024-06,A,16,10.0
CONCOMBRE,15.3,KG (1 KG),Legumes Frais,lundi,2024-06,A,16,34.4
PIMENT DOUX,6.7,KG (1 KG),Legumes Frais,lundi,2024-06,A,16,20.0
ESCALOPE POULET PANE CONGELE,8.79,KG (1 KG),Volaille Surgelée,lundi,2024-06,A,16,40.06
FROMAGE MEULE GOUDA KG,3.7,KG (1 KG),Beurre Oeuf Fromage,lundi,2024-06,A,16,14.945
BASILIC BARQUETTE,0.7,KG (1 KG),Legumes Frais,lundi,2024-06,A,16,2.75
JAMBON DE BOEUF FUME,3.2,KG (1 KG),Charcuterie,lundi,2024-06,A,16,8.1
OEUFS,4.0,PC (30 PC),Beurre Oeuf Fromage,lundi,2024-06,A,16,10.0
SALADE LAITUE TUN,30.0,KG (1 KG),Legumes Frais,lundi,2024-06,A,16,77.0
TOMATE CERISES,0.8,KG (1 KG),Legumes Frais,lundi,2024-06,A,16,5.65
JAMBON DE DINDE,2.4,PC (1 KG),Charcuterie,lundi,2024-06,A,16,10.8
OIGNONS ROUGE,5.7,KG (1 KG),Legumes Frais,lundi,2024-06,A,16,25.9
"THON EN BOITES,20.0,""BTE (2,05 KG)"",Conserve de Poisson,lundi,2024-06,A,16,40.0"
FROMAGE EDAM MEULE,3.75,KG (1 KG),Beurre Oeuf Fromage,lundi,2024-06,B,16,21.65
EMINCE DE BOEUF PORT. SURGELE,3.0,KG (1000 GR),Viandes Surgelées,lundi,2024-06,A,16,59.39
COURGETTE,3.3,KG (1 KG),Legumes Frais,lundi,2024-06,A,16,7.95
Beurre 200Gr,5.0,PC (200 GR),Beurre Oeuf Fromage,lundi,2024-06,C,16,58.0
OIGNONS BLANC,6.6,KG (1 KG),Legumes Frais,lundi,2024-06,A,16,33.65
VIANDE HACHEE SPECIAL RESTO,6.0,PC (1 KG),Viandes Fraiches,lundi,2024-06,A,16,162.87
AUBERGINE LEGUME,4.5,KG (1 KG),Legumes Frais,lundi,2024-06,A,16,8.0
GANT EN VINYL MEDUIM,200.0,SCH (1 PC),Hygiène,lundi,2024-06,A,16,1000.0
"FROMAGE PARMESAN PB,0.2,""KG (0,2 KG)"",Beurre Oeuf Fromage,lundi,2024-06,A,16,1.2"
FROMAGE MOZZARELLA CARRE KG,23.0,KG (1 KG),Beurre Oeuf Fromage,lundi,2024-06,C,16,40.0
GANT EN VINYL MEDUIM,100.0,SCH (1 PC),Hygiène,lundi,2024-06,A,16,1000.0
BACON DE DINDE TRANCHES (1 - 1.5 KG),5.0,KG (1 KG),Charcuterie,lundi,2024-06,B,16,21.5
ROQUETTE SALADE BARQUETTE,1.0,KG (1 KG),Legumes Frais,lundi,2024-06,A,16,3.0
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,lundi,2024-06,A,16,13.0
BAGUETTE CONG.,120.0,PC (1 PC),Boulangerie_R,lundi,2024-06,B,16,350.0
GANT EN VINYL MEDUIM,200.0,SCH (1 PC),Hygiène,lundi,2024-06,A,16,1000.0
ORANGE A JUS,40.0,KG (1 KG),Jus Fruit Lait,lundi,2024-06,A,16,121.0
GOBLET PET 350 CC,400.0,PC (1 PC),Consommable,lundi,2024-06,A,16,1300.0
GOBLET CARTON GOURM 25CL,1000.0,PC (1 PC),Consommable,lundi,2024-06,B,16,2000.0
PEPITTE DE DECORATION NOIRE KG,1.985,KG (1000 GR),Epicerie,lundi,2024-06,D,16,8.5
JUS STILL 20 CL,66.0,PC (1 PC),Jus Fruit Lait,lundi,2024-06,A,16,192.0
MAY 0.5L,41.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,1680.0
Muffin daily'n,44.0,PC (1 PC),Pâtisseries,lundi,2024-06,A,16,958.0
SUCRE ROUX EN SACHET GOURM,2000.0,PC (1 PC),Cafe,lundi,2024-06,C,16,2000.0
JUS CITRONADE  CLASSIQUE 250 ml,30.0,PC (1 PC),Jus Fruit Lait,lundi,2024-06,A,16,80.0
COCA BOITE ZERO,6.0,PC,Eaux et Sodas,lundi,2024-06,A,16,166.0
SUCRE BLANC EN SACHET GOURM,1000.0,PC (1 PC),Cafe,lundi,2024-06,B,16,2000.0
FOND PLATEAU GOURM,1000.0,PC (1 PC),Consommable,lundi,2024-06,C,16,3000.0
COFFRET PORTRAIT AV SEP24.5/14.5,50.0,PC (1 PC),Consommable,lundi,2024-06,C,16,75.0
COFFRET CHECHIA AV SEP 16/16,50.0,PC (1 PC),Consommable,lundi,2024-06,C,16,125.0
COFFRET PORTRAIT AV SEP 11.5/11.5,50.0,PC (1 PC),Consommable,lundi,2024-06,C,16,100.0
SAC BOUTIQUE GDISE HD 40/35 BLANC,400.0,PC,Consommable,lundi,2024-06,D,16,1000.0
JUS FRAISE  MINI CAMAROSA 250 ml,30.0,PC (1 PC),Jus Fruit Lait,lundi,2024-06,A,16,60.0
GOBLET CARTON GOURM 19 CL,1000.0,PC (1 PC),Consommable,lundi,2024-06,B,16,2000.0
JAMBON DE DINDE,3.65,PC (1 KG),Charcuterie,lundi,2024-06,A,16,10.8
SANEX,10.0,PC (1 PC),Hygiène,lundi,2024-06,A,16,48.0
MAY 0.5L,157.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,1680.0
GARCI GAZ P.E.T 1 L,2.0,L (1 GR),Eaux et Sodas,lundi,2024-06,A,16,103.0
COCA BOITE ZERO,4.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,166.0
COCA COLA BOITE 24CL,13.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,240.0
FANTA BOITE 24CL,3.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,120.0
BOGA LIME BOITE 24CL,4.0,BTE (1 PC),Eaux et Sodas,lundi,2024-06,A,16,138.0
SERPILLERE,12.0,PC (1 PC),Hygiène,lundi,2024-06,A,16,42.0
MIRA 0,6L,226.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,939.0
FROMAGE LAND OR,2.0,PC (1 KG),Beurre Oeuf Fromage,lundi,2024-06,A,16,10.8
BAGUETTE CONG.,160.0,PC,Boulangerie_R,lundi,2024-06,B,16,350.0
RED BULL,4.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,96.0
GATEAU CHOCOLAT PBC,20.0,PC (1 PC),Viennoiserie,lundi,2024-06,B,16,60.0
SERVIETTE EN PAPIER 30*30,18.0,PC (1 PC),Consommable,lundi,2024-06,A,16,72.0
SUCRE EN SACHET DAILY BREAK,10.0,PC (1 KG),Cafe,lundi,2024-06,A,16,50.0
GANT EN VINYL  XL,200.0,SCH (1 PC),Hygiène,lundi,2024-06,A,16,1000.0
GOBLET DB 25 CC,1000.0,PC (1 PC),Consommable,lundi,2024-06,A,16,3000.0
CUILLERE A CAFE PLASTIQUE,1000.0,PC (1 PC),Consommable,lundi,2024-06,A,16,5000.0
RED BULL,7.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,96.0
ANANAS PCES,10.0,PC (1 PC),Fruits & Legumes Frais,lundi,2024-06,A,16,34.0
CUILLERE A CAFE PLASTIQUE,1000.0,PC,Consommable,lundi,2024-06,A,16,5000.0
LOT CAFE GRAINS  PUR EXPRESS,5.0,KG,Cafe,lundi,2024-06,A,16,10.0
PECHES,2.0,KG (1 KG),Fruits & Legumes Frais,lundi,2024-06,A,16,4.5
COCA COLA BOITE 24CL,44.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,240.0
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,lundi,2024-06,A,16,13.0
FROMAGE LAND OR,1.8,PC (1 KG),Beurre Oeuf Fromage,lundi,2024-06,A,16,10.8
JAMBON DE DINDE,1.25,PC (1 KG),Charcuterie,lundi,2024-06,A,16,10.8
BOGA LIME BOITE 24CL,9.0,BTE (1 PC),Eaux et Sodas,lundi,2024-06,A,16,138.0
LAIT UHT DEMI ECREME,24.0,PQT (1 L),Jus Fruit Lait,lundi,2024-06,A,16,82.0
SACHET CONGELATION,3.0,PC (1 KG),Consommable,lundi,2024-06,D,16,7.0
LAVETTE COTON,10.0,PC (1 PC),Hygiène,lundi,2024-06,A,16,50.0
SAC A POUBELLE GEANT BLANC,100.0,PC (1 PC),Hygiène,lundi,2024-06,A,16,400.0
MAY 0.5L,1.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,1680.0
Muffin daily'n,1.0,PC (1 PC),Pâtisseries,lundi,2024-06,A,16,958.0
HEINEKEN BLLE 30CL,68.0,BTL,Alcools,lundi,2024-06,A,16,555.0
RED BULL,1.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,96.0
JUS FRAISE  MINI CAMAROSA 250 ml,10.0,PC (1 PC),Jus Fruit Lait,lundi,2024-06,A,16,60.0
LOT CAFE GRAIN BARISTA,6.0,PC (1 KG),Cafe,lundi,2024-06,A,16,12.0
RISTRETTO NSPRS,100.0,PC (1 PC),Cafe,lundi,2024-06,A,16,1500.0
COCA COLA BOITE 24CL,12.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,240.0
INTENSO NSPRS,50.0,PC,Cafe,lundi,2024-06,A,16,2000.0
FORTE NSPRS,50.0,PC (1 PC),Cafe,lundi,2024-06,A,16,1500.0
RISTRETTO NSPRS,50.0,PC (1 PC),Cafe,lundi,2024-06,A,16,1500.0
COCA BOITE ZERO,6.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,166.0
GARCI GAZ P.E.T 1 L,2.0,L (1 GR),Eaux et Sodas,lundi,2024-06,A,16,103.0
MIRA 1L,27.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,480.0
BOGA LIME BOITE 24CL,6.0,BTE (1 PC),Eaux et Sodas,lundi,2024-06,A,16,138.0
MAY 0.5L,56.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,1680.0
MAY 0.5L,50.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,1680.0
FORTE NSPRS,150.0,PC (1 PC),Cafe,lundi,2024-06,A,16,1500.0
BOGA CIDRE PET 30 CL,48.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,C,16,60.0
JUS CITRONADE  CLASSIQUE 250 ml,10.0,PC,Jus Fruit Lait,lundi,2024-06,A,16,80.0
ORANGE A JUS,60.0,KG (1 KG),Jus Fruit Lait,lundi,2024-06,A,16,121.0
LAVETTE COTON,3.0,PC (1 PC),Hygiène,lundi,2024-06,A,16,50.0
EAU MINERALE 1,5L,18.0,PC,Eaux et Sodas,lundi,2024-06,A,16,3970.0
SAC A POUBELLE GEANT BLANC,150.0,PC (1 PC),Hygiène,lundi,2024-06,A,16,400.0
FROMAGE GORGONZELA,0.15,PC (1 KG),Beurre Oeuf Fromage,lundi,2024-06,A,16,5.0
JAMBON DE DINDE,3.65,PC (1 KG),Charcuterie,lundi,2024-06,A,16,10.8
FROMAGE LAND OR,5.4,PC (1 KG),Beurre Oeuf Fromage,lundi,2024-06,A,16,10.8
MIRA 1L,60.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,480.0
FANTA PET 30CL,48.0,PC (1 PQT),Eaux et Sodas,lundi,2024-06,B,16,84.0
COUVERCLE SANS TROU PET BOMBE 80MM,50.0,PC,Consommable,lundi,2024-06,D,16,600.0
MAIS EN VRAC,1.0,PC (1 KG),Legumes Frais,lundi,2024-06,C,16,5.0
FANTA BOITE 24CL,8.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,120.0
LAIT UHT DEMI ECREME,5.0,PQT (1 L),Jus Fruit Lait,lundi,2024-06,A,16,82.0
BLOUSE NON TISSEE,1.0,PC (1 KG),Hygiène,lundi,2024-06,C,16,30.0
COCA COLA PET 30CL,48.0,PQT (1 PQT),Eaux et Sodas,lundi,2024-06,B,16,144.0
"CREME DE CUISSON,2.0,""L (0,95 L)"",Beurre Oeuf Fromage,lundi,2024-06,B,16,10.0"
FANTA BOITE 24CL,19.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,120.0
COCA COLA PET 30CL,48.0,PQT (1 PQT),Eaux et Sodas,lundi,2024-06,B,16,144.0
BOGA PET 30CL,48.0,PQT (1 PQT),Eaux et Sodas,lundi,2024-06,B,16,72.0
MIRA 1L,58.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,480.0
BECK'S JET 24CL,25.0,BTL (1 PC),Alcools,lundi,2024-06,A,16,144.0
GARCI GAZ P.E.T 1 L,3.0,L (1 GR),Eaux et Sodas,lundi,2024-06,A,16,103.0
ORANGE A JUS,60.0,KG (1 KG),Jus Fruit Lait,lundi,2024-06,A,16,121.0
BOGA LIME BOITE 24CL,10.0,BTE (1 PC),Eaux et Sodas,lundi,2024-06,A,16,138.0
MAY 0.5L,348.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,16,1680.0
MOUSSE CHOCOLAT,1.0,PC (1 PC),Pâtisseries,lundi,2024-06,D,16,3.0
JUS CITRONADE  CLASSIQUE 250 ml,25.0,PC (1 PC),Jus Fruit Lait,lundi,2024-06,A,16,80.0
BROCHETTE BAMBOO 20,1.0,SCH (100 PC),Consommable,lundi,2024-06,C,16,10.0
