Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Cycle,Max_Stock
OLIVE DENOYETE,14.0,KG (1 KG),Epicerie,samedi,2025-02,B,41,35.0
OLIVE NOIRE SLICE,7.0,KG (1 KG),Epicerie,jeudi,2025-02,B,41,35.0
ORANGE A JUS,1669.85,KG (1 KG),Jus Fruit Lait,mercredi,2025-02,A,41,2117.05
PACK FOOD BOWL + COUVERCLE 1.2 L,25.0,PC,Consommable,jeudi,2025-02,B,41,175.0
PAIN AU CHOCOLAT PUR BERRE GF SURG.,1350.0,PC (1 PC),Viennoiserie,samedi,2025-02,B,41,4400.0
PAIN CHAWARMA *10,34.0,PQT (10 PC),Boulangerie_R,mercredi,2025-02,A,41,115.0
PAIN CIABATTA NATURE,1360.0,PC (1 PC),Boulangerie_R,mercredi,2025-02,A,41,6590.0
PAIN DE MIE CEREALE,52.0,PC (1 PC),Boulangerie_R,mercredi,2025-02,B,41,130.0
PAIN DE MIE NATURE,52.0,PC,Boulangerie_R,mercredi,2025-02,B,41,130.0
PAIN HAMBURGER AC,268.0,PC (1 PC),Boulangerie_R,mercredi,2025-02,A,41,836.0
PAIN MACDO  GRAINS SESAME,1110.0,PC (1 PC),Boulangerie_R,mercredi,2025-02,A,41,4290.0
PAIN ROND FARINE,740.0,PC (1 PC),Boulangerie_R,mercredi,2025-02,A,41,3480.0
PAIN SANDWICH CI GUSTA,254.0,PC (1 PC),Boulangerie_R,vendredi,2025-02,A,41,777.0
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,275.0,PC (1 PC),Viennoiserie,samedi,2025-02,B,41,1200.0
PAIN SHNEK AU RAISIN MARGARINE,275.0,PC (1 KG),Pâtisseries,samedi,2025-02,C,41,700.0
PALETTE A GLACE,400.0,PC,Consommable,jeudi,2025-02,C,41,2000.0
PATE PAPILLON,12.0,PQT (0.5 KG),Epicerie,lundi,2025-02,D,41,24.0
PATE PIZZA FOCACCIA 12/40,81.0,PC (1 PC),Boulangerie_R,vendredi,2025-02,A,41,170.0
PATE PIZZA FOCACCIA D32 CM,50.0,PC (1 PC),Boulangerie_R,mardi,2025-02,C,41,50.0
PATE PIZZA FOCCACIA 30/40,50.0,PC (1 PC),Boulangerie_R,mardi,2025-02,B,41,136.0
PATE PIZZA PANCROCCHINO 12/40,100.0,PC (1 PC),Boulangerie_R,mercredi,2025-02,A,41,520.0
PATE PLUME COURTE,10.0,PQT (0.5 KG),Epicerie,samedi,2025-02,B,41,58.0
PATE SPAGHETTI,38.0,PQT (0.5 KG),Epicerie,vendredi,2025-02,B,41,74.0
PILLE AA,4.0,PC (1 GR),Fournitures de Bureau,samedi,2025-02,D,41,20.0
PIMENT DOUX,30.3,KG (1 KG),Legumes Frais,mercredi,2025-02,A,41,97.3
PIMENT FORT,69.05,KG (1 KG),Legumes Frais,jeudi,2025-02,A,41,78.95
POIS CHICHE KG,5.0,PC (1 PC),Legumes Secs,mercredi,2025-02,C,41,8.0
POMME (FRUIT),5.95,KG (1 KG),Fruits & Legumes Frais,mercredi,2025-02,A,41,22.15
POMME DE TERRE,193.15,KG (1 KG),Legumes Frais,mercredi,2025-02,A,41,292.25
POT NUTELLA,30.0,PC (1 KG),Pâtisseries,vendredi,2025-02,D,41,78.0
POUDRE TENDERS PB,20.0,KG,Volaille Surgelée,vendredi,2025-02,B,41,42.0
POULET PAC FRAIS,98.48,KG (1 KG),Volaille Fraiche,jeudi,2025-02,C,41,98.48
POULET PANE AMANDE PB,240.0,PC (1 PC),Volaille Surgelée,jeudi,2025-02,A,41,350.0
PUNCH CIDRE 50CL,72.0,PC (1 PC),Eaux et Sodas,jeudi,2025-02,B,41,164.0
PUNCH ORANGE 30CL,93.0,PC (1 PC),Eaux et Sodas,dimanche,2025-02,D,41,198.0
PUNCH ORANGE 50CL,73.0,PC (1 PC),Eaux et Sodas,jeudi,2025-02,B,41,161.0
RAME PAPIER A4,9.0,PC (1 PC),Fournitures de Bureau,jeudi,2025-02,B,41,23.0
RED BULL,186.0,PC (1 PC),Eaux et Sodas,jeudi,2025-02,A,41,609.0
REMANENT HERBE CF,3.0,PC (1 PC),Hygiène,samedi,2025-02,B,41,10.0
RIST INTENSO NSPRS,7300.0,PC (1 PC),Cafe,mercredi,2025-02,B,41,7300.0
RIZ EN PQT,19.0,PC (1 KG),Epicerie,mercredi,2025-02,D,41,24.0
ROULEAU CAISSE 80*80,100.0,PC (1 PC),Fournitures de Bureau,mercredi,2025-02,A,41,205.0
ROULEAU TPE,105.0,PC (1 PC),Fournitures de Bureau,mercredi,2025-02,A,41,286.0
SAC A POUBELLE GEANT BLANC,1100.0,PC (1 PC),Hygiène,mercredi,2025-02,A,41,2075.0
SAC BOUTIQUE GDISE HD 40/35 BLANC,250.0,PC (1 PC),Consommable,samedi,2025-02,D,41,1000.0
SAC BOUTIQUE GDISE HD 50/45 BLANC,500.0,PC (1 PC),Consommable,samedi,2025-02,D,41,1000.0
SAC GROUPAGE DB,3000.0,PC (1 PC),Consommable,lundi,2025-02,B,41,6000.0
SAC SANDWICH DAILY BREAK,2000.0,PC,Consommable,mercredi,2025-02,B,41,10000.0
SAC SOUS VIDE LISSE 15*20,100.0,PC,Consommable,mardi,2025-02,D,41,1900.0
SACHET BRETELLE GM,1.0,SCH (1000 PC),Consommable,vendredi,2025-02,B,41,1000.0
SACHET BRETELLES 38X60 MF,100.0,PC,Consommable,lundi,2025-02,B,41,225.0
SALADE LAITUE TUN,207.4,KG (1 KG),Legumes Frais,mercredi,2025-02,A,41,393.7
SANIT SURF,29.0,PC (1 PC),Hygiène,mercredi,2025-02,A,41,51.0
SAUCE A L'AIL,12.0,KG (1 KG),Epicerie,vendredi,2025-02,B,41,12.0
SAUCE AU POIVRE PB,4.0,SCH (0.5 KG),Epicerie,jeudi,2025-02,C,41,6.0
SAUCE BARBECUE,15.0,L (1 L),Epicerie,vendredi,2025-02,C,41,30.0
SAUCE MAYONNAISE PESTO,6.0,L (1 L),Epicerie,jeudi,2025-02,B,41,10.0
SAUCE PLAN B,10.0,L (1 L),Epicerie,samedi,2025-02,C,41,20.0
SAVON LIQ OXY'SOAP 1L,2.0,L (1 L),Hygiène,lundi,2025-02,A,41,12.0
SCHWEPPES TONIC 24 CL,3.0,PC (1 PC),Eaux et Sodas,jeudi,2025-02,D,41,31.0
SEL,11.0,PC (1 KG),Epicerie,vendredi,2025-02,B,41,17.0
SEMOULE FINE,86.0,KG (1 KG),Epicerie,mercredi,2025-02,B,41,145.0
SERPILLERE,33.0,PC (1 PC),Hygiène,mercredi,2025-02,A,41,122.0
SERVIETTE 30*30 MF,2.0,PQT (1 PQT),Consommable,jeudi,2025-02,B,41,74.0
SERVIETTE EN PAPIER 30*30,374.0,PC (1 PC),Consommable,mercredi,2025-02,A,41,786.0
SET DE PLATEAU DB,3000.0,PC (1 PC),Consommable,mercredi,2025-02,B,41,9000.0
SOUS FONDANT PERSONNALISE,200.0,PC (1 PC),Consommable,jeudi,2025-02,B,41,1200.0
SOUS TARTE BLANCHE 12*12*2,1000.0,PC,Consommable,dimanche,2025-02,B,41,2600.0
STEACK HACHE (PORTION 115GR),18.0,PC (1 KG),Viandes Surgelées,lundi,2025-02,C,41,32.0
STYLO BIC,2.0,PC (1 PC),Fournitures de Bureau,mardi,2025-02,C,41,175.0
SUCRE BLANC EN SACHET GOURM,1000.0,PC (1 PC),Cafe,mercredi,2025-02,B,41,4000.0
SUCRE EN SACHET DAILY BREAK,120.0,PC (1 KG),Cafe,mercredi,2025-02,A,41,230.0
SUCRE ROUX EN SACHET GOURM,1000.0,PC (1 PC),Cafe,mercredi,2025-02,C,41,4000.0
THON HV EN BOITE,70.0,BTE (2.05 KG),Conserve de Poisson,vendredi,2025-02,B,41,150.0
TIC TAC ORANGE,12.0,PC (1 PC),Epicerie,jeudi,2025-02,D,41,36.0
TIC TAC STRAWBERRY MIX,12.0,PC (1 PC),Epicerie,jeudi,2025-02,D,41,60.0
TOMATE CERISES,10.55,KG (1 KG),Legumes Frais,mercredi,2025-02,A,41,24.95
TOMATE CONCENTREE EN BOITE,26.0,BTE (0.8 KG),Epicerie,mercredi,2025-02,B,41,60.0
TOMATE FRAICHE,375.0,KG (1 KG),Legumes Frais,mercredi,2025-02,A,41,526.85
VIANDE HACHEE SPECIAL MAIGRE CONGELE KG,53.515,KG,Viandes Surgelées,vendredi,2025-02,B,41,128.74
VIPA ORIENTAL MIX 100 GR,40.0,PC (1 PC),Fruits Secs,vendredi,2025-02,B,41,48.0
fondant chocolat individual Margarine,28.0,PC (1 PC),Pâtisseries,jeudi,2025-02,C,41,71.0
AC-SMOOTHIE DETOX,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-02,D,42,20.0
AC-SMOOTHIE EXOTIC,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-02,D,42,20.0
AC-SMOOTHIE LE CLASSIQUE,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-02,D,42,20.0
AC-SMOOTHIE PEACH'TINI,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-02,D,42,20.0
AC-SMOOTHIE TROPIC TRIP,10.0,PC (1 PC),Jus Fruit Lait,dimanche,2025-02,D,42,20.0
AJAX VITRE,15.0,PC (1 PC),Hygiène,samedi,2025-02,A,42,32.0
ALKASURF DDA 5KG,10.0,PC (1 PC),Hygiène,jeudi,2025-02,D,42,15.0
AMANDES GRILEES SALEES 70GR,60.0,PC (1 PC),Fruits Secs,lundi,2025-02,B,42,84.0
AMSTEL BEER BLLE 33CL,140.0,BTL (1 BTL),Alcools,lundi,2025-02,B,42,432.0
ASEPCLOR,20.0,PC (1 PC),Hygiène,mardi,2025-02,A,42,60.0
AUBERGINE,9.35,KG (1 KG),Legumes Frais,samedi,2025-02,B,42,17.75
AVOCAT FRUIT PIECE,14.0,PC (1 PC),Fruits & Legumes Frais,dimanche,2025-02,B,42,43.0
BAGUETTE CONG.,490.0,PC (1 PC),Boulangerie_R,dimanche,2025-02,B,42,730.0
BANANE,69.0,PC (1 PC),Fruits & Legumes Frais,lundi,2025-02,A,42,155.0
BARQUETTE CARTON CIG,875.0,PC (1 PC),Consommable,dimanche,2025-02,B,42,3000.0
BECK'S JET 24CL,84.0,BTL (1 PC),Alcools,lundi,2025-02,A,42,683.0
BIOSPOT,1200.0,PC (1 PC),Hygiène,jeudi,2025-02,D,42,2400.0
BISCUIT TUC,48.0,PC (1 PC),Epicerie,samedi,2025-02,D,42,120.0
BOGA LIME BOITE 24CL,229.0,BTE (1 PC),Eaux et Sodas,dimanche,2025-02,A,42,1322.0
BOGA LIME PET 30 CL,200.0,PC (1 PC),Eaux et Sodas,lundi,2025-02,C,42,228.0
BOITE A CREPE,1400.0,PC (1 PC),Consommable,samedi,2025-02,B,42,3150.0
BOITE PIZZA 32 cm,200.0,PC (1 PC),Consommable,jeudi,2025-02,C,42,200.0
BOITE PIZZA ONDULEE 31/31,100.0,PC,Consommable,samedi,2025-02,C,42,200.0
BOITE PIZZA PM CIG,100.0,PC (1 PC),Consommable,jeudi,2025-02,B,42,500.0
BON DE TRANSFERT 50*3,8.0,PC (1 PC),Fournitures de Bureau,samedi,2025-02,B,42,15.0
BRIOCHE TORSADEE PUR BEURRE PEPITE CHOCO GF,300.0,PC (1 PC),Viennoiserie,mercredi,2025-02,B,42,1500.0
BROCHETTE BAMBOO 20,4.0,SCH (100 PC),Consommable,samedi,2025-02,C,42,14.0
CACAHUETES GRILLEES SALEES 70GR,36.0,PC (1 PC),Fruits Secs,lundi,2025-02,C,42,60.0
CAKE CHOCOLAT PBC,64.0,PC (1 PC),Viennoiserie,lundi,2025-02,B,42,88.0
CAKE CITRON PBC,36.0,PC,Viennoiserie,lundi,2025-02,B,42,216.0
CAKE MARBRE PBC,143.0,PC (1 PC),Viennoiserie,lundi,2025-02,A,42,363.0
CAKE ORANGE PBC,108.0,PC (1 PC),Viennoiserie,lundi,2025-02,B,42,170.0
CAPSULE CAFEITALY COLOMBIA,300.0,PC (1 PC),Cafe,mercredi,2025-02,C,42,310.0
CAPSULE CAFFITALY INTENSO,96.0,PC,Cafe,lundi,2025-02,C,42,600.0
CAPSULE CAFFITALY VIGOROSO,144.0,PC (1 PC),Cafe,lundi,2025-02,D,42,408.0
CAROTTE,40.9,KG (1 KG),Legumes Frais,dimanche,2025-02,A,42,67.1
CAROTTE CAKE PBC,154.0,PC (1 PC),Viennoiserie,lundi,2025-02,B,42,330.0
CELTIA JET 25CL,78.0,PC (1 PC),Alcools,lundi,2025-02,A,42,591.0
CHAMPIGNON FRAIS,10.0,KG (1 KG),Legumes Frais,samedi,2025-02,A,42,39.0
CHEMISE CRAFT,10.0,PC (1 PC),Fournitures de Bureau,dimanche,2025-02,D,42,90.0
CHEWING GUM FLORIDENT  EXTRA WHITE 60G,18.0,PC (1 PC),Epicerie,vendredi,2025-02,D,42,24.0
CHOCOLAT EN POUDRE,41.0,PC (0.2 KG),Cafe,samedi,2025-02,A,42,86.0
CHOUX VERT,12.8,KG (1 KG),Legumes Frais,dimanche,2025-02,B,42,12.8
CITRON FRAIS,8.35,KG (1 KG),Legumes Frais,samedi,2025-02,B,42,21.6
COCA COLA BOITE 24CL,1124.0,PC (1 PC),Eaux et Sodas,dimanche,2025-02,A,42,2855.0
COCA COLA BOITE ZERO 24CL,333.0,PC (1 PC),Eaux et Sodas,dimanche,2025-02,A,42,1125.0
COCA COLA PET 30CL.,257.0,PC (1 PC),Eaux et Sodas,mercredi,2025-02,C,42,456.0
COCA ZERO PET 30 CL,134.0,PC (1 PC),Eaux et Sodas,lundi,2025-02,D,42,168.0
COFFRET CHECHIA AV SEP 16/16,50.0,PC (1 PC),Consommable,samedi,2025-02,C,42,125.0
COFFRET PORTRAIT AV SEP 11.5/11.5,150.0,PC (1 PC),Consommable,mardi,2025-02,C,42,175.0
COFFRET PORTRAIT AV SEP 19.5/19.5,50.0,PC (1 PC),Consommable,dimanche,2025-02,C,42,200.0
COFFRET PORTRAIT AV SEP24.5/14.5,50.0,PC (1 PC),Consommable,dimanche,2025-02,C,42,150.0
CONCOMBRE,109.2,KG (1 KG),Legumes Frais,dimanche,2025-02,A,42,177.692
COOKIES,120.0,PC,Viennoiserie,lundi,2025-02,C,42,120.0
COURGE,23.700000000000003,KG (1 KG),Legumes Frais,lundi,2025-02,B,42,47.65
COUSCOUS,14.0,PQT (1 KG),Epicerie,mardi,2025-02,D,42,33.0
COUTEAU NOIRE EMBALLE EJEM,3.0,SCH (1000 PC),Consommable,samedi,2025-02,B,42,4000.0
COUVERCLE DOM PET 450ML AVEC TROU,1150.0,PC,Consommable,samedi,2025-02,B,42,2300.0
CREME A FOUETTER,9.0,PC,GLACES,samedi,2025-02,B,42,16.0
CREME DE CUISSON,9.0,BTE (0.95 L),Beurre Oeuf Fromage,samedi,2025-02,B,42,27.0
CREME SUPERIEUR,15.0,PQT (1 L),Epicerie,samedi,2025-02,D,42,42.0
CROISSANT AUX AMANDES  PUR BEURRE GF,300.0,PC (1 PC),Viennoiserie,mercredi,2025-02,B,42,1200.0
CROISSANT NATURE  PUR BEURRE GF,1400.0,PC (1 PC),Viennoiserie,mercredi,2025-02,B,42,5400.0
CROISSANT NATURE MARGARINE,150.0,PC (1 PC),Pâtisseries,jeudi,2025-02,C,42,675.0
CUILLERE A CAFE PLASTIQUE,211.0,PQT (100 PC),Consommable,samedi,2025-02,A,42,28100.0
Cake chocolat family Margarine,14.0,PQT (6 PC),Pâtisseries,samedi,2025-02,C,42,49.0
Cake citron family Margarine,5.0,PQT (6 PC),Pâtisseries,lundi,2025-02,C,42,42.0
Cake marbré family Margarine,14.0,PQT (6 PC),Pâtisseries,samedi,2025-02,C,42,74.0
Carotte cake family Margarine,4.0,PQT (6 PC),Pâtisseries,lundi,2025-02,C,42,24.0
Cookies  individual Margarine,32.0,PC (1 PC),Pâtisseries,samedi,2025-02,C,42,48.0
DADDY'S CHIPS CLASSIC SEL DE MER 70G,15.0,PC (1 PC),Epicerie,mardi,2025-02,A,42,225.0
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,60.0,PC (1 PC),Epicerie,mardi,2025-02,B,42,165.0
DADDY'S CHIPS SPICY PAPRIKA 70G,60.0,PC (1 PC),Epicerie,mardi,2025-02,A,42,165.0
DINOL,21.0,BIDON (4.75 L),Hygiène,samedi,2025-02,A,42,135.0
EAU MINERALE 0.5L,8364.0,BTL,Eaux et Sodas,samedi,2025-02,B,42,8364.0
EAU MINERALE 1.5L,36.0,PC (1 PC),Eaux et Sodas,lundi,2025-02,A,42,4556.0
EAU MINÉRALE 6L,66.0,BTL (1 PC),Eaux et Sodas,samedi,2025-02,A,42,90.0
EMBALLAGE CREPE CIG,1300.0,PC (1 PC),Consommable,dimanche,2025-02,B,42,2000.0
EMINCE DE BOEUF PORT. SURGELE,17.115,KG (1000 GR),Viandes Surgelées,mardi,2025-02,A,42,79.49000000000001
ESCALOPE DE DINDE FUME EN TRANCHE,30.0,KG (1 KG),Charcuterie,dimanche,2025-02,C,42,70.0
ESCALOPE POULET CONGELÉ,11.98,PC (1 KG),Volaille Surgelée,dimanche,2025-02,C,42,254.36
ESCALOPE POULET FRAIS,250.08,KG (1 KG),Volaille Surgelée,samedi,2025-02,A,42,503.16
ESCALOPE POULET PANE CONGELE,76.44,KG (1 KG),Volaille Surgelée,dimanche,2025-02,A,42,128.91
ESSUIT TOUT JUMBO,136.0,PC (1 KG),Hygiène,samedi,2025-02,A,42,157.0
FANTA BOITE 24CL,295.0,PC,Eaux et Sodas,dimanche,2025-02,A,42,1328.0
FANTA PET 30,103.0,PC (1 PC),Eaux et Sodas,mercredi,2025-02,C,42,228.0
FARINE EN PAQUET,120.0,PC (1 KG),Epicerie,samedi,2025-02,A,42,252.0
FILM ETIRABLE,22.0,PC (1 PC),Consommable,samedi,2025-02,A,42,33.0
FOND DE PLATEAU CIG,1000.0,PC (1 PC),Consommable,dimanche,2025-02,C,42,3000.0
FOND PLATEAU GOURM,4000.0,PC (1 PC),Consommable,samedi,2025-02,C,42,4000.0
FORNOX,17.0,PC (1 PC),Hygiène,vendredi,2025-02,B,42,48.0
FORTE NSPRS,2000.0,PC,Cafe,mardi,2025-02,A,42,5150.0
FRAISE FRAIS,44.7,KG (1 KG),Fruits & Legumes Frais,samedi,2025-02,A,42,64.35
FRITE SURGELE 9/9 CLASSIC 2.5 KG,220.0,KG (1 KG),Legumes Surgelés,samedi,2025-02,A,42,290.0
FRITE SURGELE WEDGES 2.5 KG,60.0,KG (1 KG),Legumes Surgelés,samedi,2025-02,B,42,90.0
FROMAGE CHEDDAR EN BLOC,28.02,KG (1 KG),Beurre Oeuf Fromage,dimanche,2025-02,A,42,65.0
FROMAGE EDAM MEULE,3.804,KG (1 KG),Beurre Oeuf Fromage,vendredi,2025-02,B,42,35.622
FROMAGE LAND OR,16.2,PC (1 KG),Beurre Oeuf Fromage,dimanche,2025-02,A,42,25.4
FROMAGE MAASDAM EN BLOC,29.0,KG (1 KG),Beurre Oeuf Fromage,lundi,2025-02,B,42,42.0
FROMAGE MEULE GOUDA,8.298,KG (1 KG),Beurre Oeuf Fromage,mercredi,2025-02,C,42,24.502
FROMAGE MOZZARELLA  KG,110.0,KG (1 KG),Beurre Oeuf Fromage,dimanche,2025-02,A,42,176.93
FROMAGE TRIANGLE FONDU STREET &CO,11.0,BTE (48 PC),Beurre Oeuf Fromage,samedi,2025-02,C,42,18.0
GANT EN VINYL  XL,91.0,BTE (100 PC),Hygiène,samedi,2025-02,A,42,12500.0
GANT EN VINYL MEDUIM,59.0,BTE (100 PC),Hygiène,samedi,2025-02,A,42,5700.0
GARCI GAZ 1L,145.0,PC (1 PC),Eaux et Sodas,lundi,2025-02,A,42,316.0
GATEAU CHOCOLAT PBC,40.0,PC (1 PC),Viennoiserie,samedi,2025-02,B,42,100.0
GOBLET 6.5 0Z MF,1000.0,PC (1 PC),Consommable,dimanche,2025-02,B,42,1850.0
GOBLET 6.5 PLAN B,2000.0,PC (1 PC),Consommable,samedi,2025-02,B,42,3300.0
GOBLET 9 PLAN B,2000.0,PC (1 PC),Consommable,samedi,2025-02,B,42,3000.0
GOBLET CAFE 192 ML CIG,2000.0,PC (1 PC),Consommable,dimanche,2025-02,B,42,4000.0
GOBLET CARTON GOURM 19 CL,2000.0,PC (1 PC),Consommable,samedi,2025-02,B,42,4000.0
GOBLET CARTON GOURM 25CL,2000.0,PC (1 PC),Consommable,samedi,2025-02,B,42,4000.0
GOBLET CI CAFE CIGUSTA,500.0,PC (1 PC),Consommable,mardi,2025-02,B,42,1000.0
GOBLET DB 19 CC,12000.0,PC (1 PC),Consommable,samedi,2025-02,A,42,12000.0
GOBLET DB 25 CC,10000.0,PC (1 PC),Consommable,samedi,2025-02,A,42,11600.0
GOBLET JUS TRANSPARENT CI GUSTA,200.0,PC (1 PC),Consommable,dimanche,2025-02,C,42,1000.0
GOBLET PET 16OZ/450 ML TRANSPARENT,1550.0,PC,Consommable,samedi,2025-02,B,42,2800.0
GOBLET PET 350 CC,2300.0,PC,Consommable,samedi,2025-02,A,42,5950.0
GOBLET PET 400CC,500.0,PC (1 PC),Consommable,dimanche,2025-02,B,42,2300.0
GOBLET TRA 270ML + COUVERCLE,100.0,PC (1 PC),Consommable,dimanche,2025-02,C,42,1000.0
HARISSA CONCENTRE EN BOITE,45.0,BTE (2 KG),Epicerie,samedi,2025-02,A,42,57.0
HEINEKEN BLLE 30CL,392.0,BTL (1 BTL),Alcools,lundi,2025-02,A,42,1061.0
HUILE D'OLIVE POMACE,19.0,L (1 L),Epicerie,dimanche,2025-02,B,42,28.5
HUILE VEGETALE,46.0,BIDON (5 L),Epicerie,samedi,2025-02,A,42,67.0
INTENSO NSPRS,1200.0,PC,Cafe,mardi,2025-02,A,42,4050.0
JEX CARRE,73.0,PC (1 PC),Hygiène,samedi,2025-02,A,42,180.0
JOUR ET NUIT BLANC 1/2,24.0,PC (1 PC),Alcools,dimanche,2025-02,C,42,52.0
JOUR ET NUIT ROSE 1/2,12.0,PC (1 PC),Alcools,mardi,2025-02,B,42,52.0
JOUR ET NUIT ROSE 3/4,6.0,PC (1 PC),Alcools,mardi,2025-02,C,42,30.0
JOUR ET NUIT3/4 BLANC,6.0,PC (1 PC),Alcools,mardi,2025-02,C,42,30.0
JUS STILL 20 CL,367.0,PC (1 PC),Jus Fruit Lait,samedi,2025-02,A,42,552.0
KETCHUP,10.0,L (1 L),Epicerie,samedi,2025-02,C,42,40.0
KETCHUP EN DOSETTE,1000.0,PC (1 PC),Epicerie,jeudi,2025-02,C,42,4000.0
KINDER BUENO,210.0,PC (1 PC),Epicerie,samedi,2025-02,A,42,300.0
KIWI,372.0,PC (1 PC),Fruits & Legumes Frais,lundi,2025-02,A,42,641.0
LAIT UHT DEMI ECREME,846.0,PQT (1 L),Jus Fruit Lait,samedi,2025-02,A,42,1322.0
LAVETTE COTON,103.0,PC (1 PC),Hygiène,samedi,2025-02,A,42,149.0
LEVURE BOULANGERE NORMALE,2.0,PQT (6 PC),Boulangerie_R,mardi,2025-02,B,42,34.0
LIPTON ICE TEA PASTEQUE 33CL,23.0,PC (1 PC),THE,lundi,2025-02,A,42,584.0
LIPTON ICE TEA PECHE 33 CL,135.0,PC (1 PC),THE,lundi,2025-02,A,42,1485.0
LOT CAFE GRAIN ESPRESSO ELITE 3,91.0,PC (1 KG),Cafe,samedi,2025-02,A,42,128.0
LOT CAFE GRAINS  PUR EXPRESS,4.0,KG,Cafe,jeudi,2025-02,A,42,73.0
MAIS EN BOITE,55.0,BTE (340 GR),Epicerie,samedi,2025-02,A,42,92.0
MANGUE,8.0,PC (1 PC),Fruits & Legumes Frais,mercredi,2025-02,A,42,39.0
MARINADE EMINCE DE BOEUF,8.0,PC (0.15 KG),Epicerie,samedi,2025-02,C,42,10.0
MARINADE POULET GRILLE,30.0,PC (0.15 KG),Volaille Surgelée,samedi,2025-02,C,42,30.0
MARS CHOCOLAT,40.0,PC (1 PC),Epicerie,samedi,2025-02,C,42,160.0
MAYONAISE,28.0,SEAU (5 L),Beurre Oeuf Fromage,samedi,2025-02,A,42,44.0
MAYONAISE EN DOSETTE,2000.0,PC (1 PC),Epicerie,jeudi,2025-02,C,42,4000.0
MELANGE TENDER  PB,10.0,KG (1 KG),Epicerie,samedi,2025-02,C,42,11.0
MENTOS ROLLS MENTHE,80.0,PC (1 PC),Epicerie,samedi,2025-02,D,42,80.0
MENTOS ROLLS RAINBOW,40.0,PC (1 PC),Epicerie,samedi,2025-02,D,42,120.0
MENTOS ROLLS TUTTI FRUTTI,40.0,PC (1 PC),Epicerie,lundi,2025-02,D,42,80.0
MIEL MILLE FLEURS,3.0,KG (1 KG),Epicerie,dimanche,2025-02,D,42,5.0
MIRA 1L,1150.0,PC (1 PC),Eaux et Sodas,lundi,2025-02,A,42,1848.0
MIX A CREPE FRAN,70.0,PC (1 KG),Pâtisseries,lundi,2025-02,C,42,150.0
MOELLEUX CHOCOLAT,36.0,PC (1 PC),Viennoiserie,lundi,2025-02,C,42,108.0
MOUTARDE DIJON,4.0,BTE (850 GR),Epicerie,mercredi,2025-02,D,42,12.0
MOZARELLA CERISE,7.0,BTE (20 PC),Beurre Oeuf Fromage,samedi,2025-02,C,42,24.0
MUFFINS VANILLE,72.0,PC (1 PC),Viennoiserie,lundi,2025-02,B,42,96.0
Muffin daily'n,20.0,PC (1 PC),Pâtisseries,samedi,2025-02,A,42,1109.0
NUGGETS PANE PB,100.0,PC (1 PC),Volaille Surgelée,lundi,2025-02,A,42,275.0
OEUFS,68.0,PLT (30 PC),Beurre Oeuf Fromage,samedi,2025-02,A,42,83.0
OIGNONS BLANC,21.0,KG (1 KG),Legumes Frais,samedi,2025-02,A,42,127.3
OIGNONS ROUGE,100.05,KG (1 KG),Legumes Frais,samedi,2025-02,A,42,119.4
OLIVE DENOYETE,14.0,KG (1 KG),Epicerie,dimanche,2025-02,B,42,35.0
OLIVE NOIRE SLICE,14.0,KG (1 KG),Epicerie,mardi,2025-02,B,42,35.0
ORANGE A JUS,2020.1,KG (1 KG),Jus Fruit Lait,samedi,2025-02,A,42,2117.05
PACK FOOD BOWL + COUVERCLE 1.2 L,50.0,PC,Consommable,samedi,2025-02,B,42,175.0
PAIN AU CHOCOLAT PUR BERRE GF SURG.,1400.0,PC (1 PC),Viennoiserie,mercredi,2025-02,B,42,4400.0
PAIN CHAWARMA *10,67.0,PQT (10 PC),Boulangerie_R,samedi,2025-02,A,42,115.0
PAIN CIABATTA NATURE,1490.0,PC (1 PC),Boulangerie_R,samedi,2025-02,A,42,6590.0
PAIN DE MIE CEREALE,78.0,PC,Boulangerie_R,lundi,2025-02,B,42,130.0
PAIN DE MIE NATURE,78.0,PC,Boulangerie_R,lundi,2025-02,B,42,130.0
PAIN HAMBURGER AC,404.0,PC (1 PC),Boulangerie_R,samedi,2025-02,A,42,836.0
PAIN MACDO  GRAINS SESAME,1480.0,PC (1 PC),Boulangerie_R,samedi,2025-02,A,42,4290.0
PAIN ROND FARINE,890.0,PC (1 PC),Boulangerie_R,samedi,2025-02,A,42,3480.0
PAIN SANDWICH CI GUSTA,274.0,PC (1 PC),Boulangerie_R,mardi,2025-02,A,42,777.0
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,325.0,PC (1 PC),Viennoiserie,mercredi,2025-02,B,42,1200.0
PAIN SHNEK AU RAISIN MARGARINE,150.0,PC (1 KG),Pâtisseries,jeudi,2025-02,C,42,700.0
PAPIER SERVIETTE GOURMANDISE,80.0,PC (1 PC),Consommable,dimanche,2025-02,B,42,128.0
PATE PIZZA FOCACCIA 12/40,52.0,PC (1 PC),Boulangerie_R,mardi,2025-02,A,42,170.0
