Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Cycle,Max_Stock
PAIN DE MIE CEREALE,78.0,PC,Boulangerie_R,lundi,2024-06,B,17,130.0
PAIN DE MIE NATURE,26.0,PC (1 PC),Boulangerie_R,mercredi,2024-06,B,17,130.0
PAIN HAMBURGER AC,190.0,PC (1 PC),Boulangerie_R,lundi,2024-06,A,17,836.0
PAIN MACDO  GRAINS SESAME,3080.0,PC (1 PC),Boulangerie_R,vendredi,2024-06,A,17,4290.0
PAIN ROND FARINE,2150.0,PC (1 PC),Boulangerie_R,vendredi,2024-06,A,17,3480.0
PAIN SANDWICH CI GUSTA,343.0,PC (1 PC),Boulangerie_R,mardi,2024-06,A,17,777.0
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,200.0,PC (1 PC),Viennoiserie,vendredi,2024-06,B,17,1200.0
PAIN SHNEK AU RAISIN MARGARINE,200.0,PC (1 KG),Pâtisseries,vendredi,2024-06,C,17,700.0
PAPIER SERVIETTE GOURMANDISE,80.0,PC (1 PC),Consommable,jeudi,2024-06,B,17,128.0
PATE PIZZA FOCACCIA 12/40,90.0,PC (1 PC),Boulangerie_R,mardi,2024-06,A,17,170.0
PATE PIZZA FOCACCIA D32 CM,10.0,PC (1 PC),Boulangerie_R,mercredi,2024-06,C,17,50.0
PATE PIZZA PANCROCCHINO 12/40,221.0,PC (1 PC),Boulangerie_R,mardi,2024-06,A,17,520.0
PATE PLUME COURTE,5.0,PC (1 KG),Epicerie,mardi,2024-06,B,17,58.0
PATE SPAGHETTI,3.0,PC (1 PC),Epicerie,mardi,2024-06,B,17,74.0
PECHES,15.45,KG (1 KG),Fruits & Legumes Frais,lundi,2024-06,A,17,27.5
PEPITTE DE DECORATION NOIRE KG,1.5,KG (1000 GR),Epicerie,vendredi,2024-06,D,17,8.5
PIECE RONDE BOEUF,5.1,KG (1 KG),Viandes Surgelées,mardi,2024-06,D,17,24.200000000000003
PIMENT DOUX,44.2,KG (1 KG),Legumes Frais,lundi,2024-06,A,17,97.3
PIMENT FORT,37.65,KG (1 KG),Legumes Frais,mardi,2024-06,A,17,78.95
POCHETTE CROISSANT CRAFT 11*5*28,1000.0,PC (1 PC),Consommable,jeudi,2024-06,D,17,3000.0
POIS CHICHE KG,2.0,PC,Legumes Secs,mercredi,2024-06,C,17,8.0
POMME (FRUIT),10.3,KG (1 KG),Fruits & Legumes Frais,lundi,2024-06,A,17,22.15
POMME DE TERRE,179.45,KG (1 KG),Legumes Frais,lundi,2024-06,A,17,292.25
POT NUTELLA 3 KG,3.0,POT (3 KG),Epicerie,jeudi,2024-06,C,17,31.0
POUDRE TENDERS PB,20.0,KG (1 KG),Volaille Surgelée,vendredi,2024-06,B,17,42.0
POULET PANE AMANDE PB,160.0,PC (40 PC),Volaille Surgelée,mardi,2024-06,A,17,350.0
RAME PAPIER A4,2.0,PC (1 PC),Fournitures de Bureau,dimanche,2024-06,B,17,23.0
RED BULL,218.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,A,17,609.0
REMANENT HERBE CF,1.0,PC (1 PC),Hygiène,jeudi,2024-06,B,17,10.0
ROULEAU CAISSE 80*80,110.0,PC (1 PC),Fournitures de Bureau,lundi,2024-06,A,17,205.0
ROULEAU TPE,135.0,PC (1 PC),Fournitures de Bureau,mardi,2024-06,A,17,286.0
SAC A POUBELLE GEANT BLANC,1400.0,PC (1 PC),Hygiène,mardi,2024-06,A,17,2075.0
SAC BOUTIQUE GDISE HD 40/35 BLANC,200.0,PC (1 PC),Consommable,jeudi,2024-06,D,17,1000.0
SAC BOUTIQUE GDISE HD 50/45 BLANC,100.0,PC (1 PC),Consommable,jeudi,2024-06,D,17,1000.0
SAC GROUPAGE DB,1500.0,PC (1 PC),Consommable,vendredi,2024-06,B,17,6000.0
SAC SANDWICH,3000.0,PC (1 PC),Consommable,vendredi,2024-06,C,17,7500.0
SAC SOUS VIDE LISSE 15*20,100.0,PC (1 PC),Consommable,mardi,2024-06,D,17,1900.0
SACHET BRETELLE GM,500.0,PC (1 PC),Consommable,mercredi,2024-06,B,17,1000.0
SACHET BRETELLES 38X60 MF,150.0,PC (1 PC),Consommable,lundi,2024-06,B,17,225.0
SALADE LAITUE TUN,282.55,KG (1 KG),Legumes Frais,lundi,2024-06,A,17,393.7
SANIT SURF,20.0,PC (1 PC),Hygiène,lundi,2024-06,A,17,51.0
SAUCE A L'AIL,6.0,PC,Epicerie,mercredi,2024-06,B,17,12.0
SAUCE BARBECUE PB,5.0,KG,Epicerie,mardi,2024-06,D,17,15.0
SAUCE PLAN B 5KG,10.0,SEAU (1000 GR),Epicerie,mardi,2024-06,B,17,25.0
SAVON LIQ OXY'SOAP 1L,12.0,L (1 L),Hygiène,mercredi,2024-06,A,17,12.0
SEL FIN DE TABLE,2.0,PC (1 KG),Epicerie,mardi,2024-06,B,17,23.0
SERPILLERE,72.0,PC (1 PC),Hygiène,lundi,2024-06,A,17,122.0
SERVIETTE 30*30 CIGUSTA,48.0,PC (1 PC),Consommable,lundi,2024-06,B,17,192.0
SERVIETTE EN PAPIER 30*30,456.0,PC (1 PC),Consommable,lundi,2024-06,A,17,786.0
SET DE PLATEAU DB,6000.0,PC (1 PC),Consommable,mardi,2024-06,B,17,9000.0
SOUS FONDANT PERSONNALISE,1000.0,PC (1 PC),Consommable,lundi,2024-06,B,17,1200.0
SQUEEZE CREME  CHEDDAR 450GR,10.0,BTL (450 GR),Beurre Oeuf Fromage,samedi,2024-06,D,17,27.0
STYLO BIC,2.0,PC,Fournitures de Bureau,lundi,2024-06,C,17,175.0
SUCRE EN SACHET CI-GUSTA,20.0,PC (1 PC),Cafe,lundi,2024-06,B,17,120.0
SUCRE EN SACHET DAILY BREAK,120.0,PC (1 KG),Cafe,lundi,2024-06,A,17,230.0
SUCRE ROUX EN SACHET GOURM,1000.0,PC (1 PC),Cafe,jeudi,2024-06,C,17,4000.0
THON EN BOITES,90.0,BTE (2.05 KG),Conserve de Poisson,mardi,2024-06,A,17,164.0
TIC TAC MENTHE,24.0,PC (1 PC),Epicerie,mardi,2024-06,D,17,36.0
TIC TAC ORANGE,24.0,PC (1 PC),Epicerie,mardi,2024-06,D,17,36.0
TIC TAC SPEARMINT,24.0,PC,Epicerie,mardi,2024-06,D,17,60.0
TOMATE CERISES,9.25,KG (1 KG),Legumes Frais,mardi,2024-06,A,17,24.95
TOMATE FRAICHE,306.35,KG (1 KG),Legumes Frais,lundi,2024-06,A,17,526.85
VIANDE HACHEE SPECIAL RESTO,52.25,PC (1 KG),Viandes Fraiches,lundi,2024-06,A,17,191.07
AGRAFFE,2.0,PC (1 PC),Fournitures de Bureau,mercredi,2024-06,C,18,11.0
AJAX VITRE,22.0,PC (1 PC),Hygiène,jeudi,2024-06,A,18,32.0
AMANDES GRILEES SALEES 70GR,36.0,PC (1 PC),Fruits Secs,mercredi,2024-06,B,18,84.0
AMSTEL BEER BLLE 33CL,362.0,BTL (1 BTL),Alcools,vendredi,2024-06,B,18,432.0
ASEPCLOR,10.0,PC (1 PC),Hygiène,mardi,2024-06,A,18,60.0
BACON DE DINDE TRANCHES (1 - 1.5 KG),35.0,KG (1 KG),Charcuterie,vendredi,2024-06,B,18,43.0
BAGUETTE,2810.0,PC (1 PC),Boulangerie_R,jeudi,2024-06,D,18,4640.0
BAGUETTE CONG.,615.0,PC (1 PC),Boulangerie_R,vendredi,2024-06,B,18,730.0
BANANE,102.0,KG (1 PC),Fruits & Legumes Frais,samedi,2024-06,A,18,155.0
BARQUETTE CARTON CIG,1000.0,PC (1 PC),Consommable,mercredi,2024-06,B,18,3000.0
BECK'S JET 24CL,231.0,BTL (1 PC),Alcools,jeudi,2024-06,A,18,683.0
BLOUSE NON TISSEE,5.0,PC (1 KG),Hygiène,jeudi,2024-06,C,18,36.0
BOGA CIDRE BOITE,90.0,PC,Eaux et Sodas,jeudi,2024-06,C,18,223.0
BOGA CIDRE PET 30 CL,106.0,PC (1 PC),Eaux et Sodas,vendredi,2024-06,C,18,182.0
BOGA LIME BOITE 24CL,753.0,BTE (1 PC),Eaux et Sodas,jeudi,2024-06,A,18,1322.0
BOGA PET 30CL,144.0,PQT,Eaux et Sodas,vendredi,2024-06,B,18,261.0
BOITE A CREPE,1200.0,PC (1 PC),Consommable,vendredi,2024-06,B,18,3150.0
BOITE PIZZA 32 cm,200.0,PC,Consommable,dimanche,2024-06,C,18,200.0
BOITE PIZZA ONDULEE 31/31,100.0,PC (1 PC),Consommable,dimanche,2024-06,C,18,200.0
BOITE PIZZA PM CIG,100.0,PC (1 PC),Consommable,samedi,2024-06,B,18,500.0
BON DE TRANSFERT 50*3,15.0,PC (1 PC),Fournitures de Bureau,vendredi,2024-06,B,18,15.0
BORGHELL,2.0,KG (1 KG),Epicerie,samedi,2024-06,C,18,10.0
BRIOCHE TORSADEE PUR BEURRE PEPITE CHOCO GF,250.0,PC (1 PC),Viennoiserie,jeudi,2024-06,B,18,1500.0
BROCHETTE BAMBOO 20,1.0,SCH (100 PC),Consommable,mardi,2024-06,C,18,14.0
Beurre 200Gr,22.0,PC (200 GR),Beurre Oeuf Fromage,jeudi,2024-06,C,18,83.0
CAKE CHOCOLAT PBC,56.0,PC (1 PC),Viennoiserie,vendredi,2024-06,B,18,88.0
CAKE CITRON PBC,111.0,PC (1 PC),Viennoiserie,vendredi,2024-06,B,18,216.0
CAKE MARBRE MARGARINE,143.0,PC (1 PC),Pâtisseries,jeudi,2024-06,A,18,561.0
CAKE MARBRE PBC,231.0,PC (1 PC),Viennoiserie,vendredi,2024-06,A,18,363.0
CAKE ORANGE PBC,108.0,PC (1 PC),Viennoiserie,vendredi,2024-06,B,18,170.0
CAROTTE,25.5,KG (1 KG),Legumes Frais,samedi,2024-06,A,18,67.1
CAROTTE CAKE PBC,154.0,PC (1 PC),Viennoiserie,vendredi,2024-06,B,18,330.0
CELTIA JET 25CL,274.0,PC,Alcools,jeudi,2024-06,A,18,591.0
CHAMPIGNON FRAIS BARQUETTE,34.5,KG (1 KG),Legumes Frais,vendredi,2024-06,A,18,34.5
CHOCOLAT EN POUDRE,51.0,PC (0.2 KG),Cafe,vendredi,2024-06,A,18,86.0
CHOUX VERT,3.2,KG (1 KG),Legumes Frais,vendredi,2024-06,B,18,12.8
COCA BOITE ZERO,530.0,PC (1 PC),Eaux et Sodas,jeudi,2024-06,A,18,990.0
COCA COLA BOITE 24CL,1629.0,PC (1 PC),Eaux et Sodas,jeudi,2024-06,A,18,2855.0
COCA COLA PET 30CL,252.0,PQT,Eaux et Sodas,vendredi,2024-06,B,18,435.0
COCA COLA ZERO 30 CL,36.0,PC (1 PC),Eaux et Sodas,lundi,2024-06,B,18,148.0
COFFRET CHECHIA AV SEP 16/16,100.0,PC (1 PC),Consommable,jeudi,2024-06,C,18,125.0
COFFRET PORTRAIT AV SEP 11.5/11.5,170.0,PC (1 PC),Consommable,samedi,2024-06,C,18,175.0
COFFRET PORTRAIT AV SEP 19.5/19.5,200.0,PC (1 PC),Consommable,samedi,2024-06,C,18,200.0
COFFRET PORTRAIT AV SEP24.5/14.5,150.0,PC (1 PC),Consommable,samedi,2024-06,C,18,150.0
CONCOMBRE,93.45,KG (1 KG),Legumes Frais,vendredi,2024-06,A,18,177.692
COOKIES,40.0,PC,Viennoiserie,mardi,2024-06,C,18,120.0
COURGE,24.6,KG (1 KG),Legumes Frais,vendredi,2024-06,B,18,47.65
COUSCOUS EN PAQUET,10.0,PC (1 PC),Epicerie,jeudi,2024-06,D,18,28.0
COUTEAU NOIRE EMBALLE EJEM,1000.0,PC,Consommable,mardi,2024-06,B,18,4000.0
COUVERCLE GOBLET TRSP 35 CL EJEM,1100.0,PC (1 PC),Consommable,lundi,2024-06,B,18,3000.0
CREME A FOUETTER,1.0,PC (1 KG),Beurre Oeuf Fromage,vendredi,2024-06,B,18,16.0
CREME A FOUETTER 1LT HOLE,7.0,PC,GLACES,lundi,2024-06,C,18,31.0
CREME DE CUISSON,2.0,L (0.95 L),Beurre Oeuf Fromage,mardi,2024-06,B,18,27.0
CROISSANT AU CHOCOLAT MARGARINE,250.0,PC (1 PC),Pâtisseries,jeudi,2024-06,C,18,750.0
CROISSANT AUX AMANDES  PUR BEURRE GF,250.0,PC (1 PC),Viennoiserie,jeudi,2024-06,B,18,1200.0
CROISSANT NATURE  PUR BEURRE GF,1300.0,PC (1 PC),Viennoiserie,jeudi,2024-06,B,18,5400.0
CROISSANT NATURE MARGARINE,250.0,PC (1 PC),Pâtisseries,jeudi,2024-06,C,18,675.0
CUILLERE A CAFE PLASTIQUE,23200.0,PC (1 PC),Consommable,jeudi,2024-06,A,18,28100.0
CUISSE DE POULET FRAIS,22.07,KG (1 KG),Volaille Fraiche,lundi,2024-06,C,18,47.85
DADDY'S CHIPS CLASSIC SEL DE MER 70G,105.0,PC (1 PC),Epicerie,vendredi,2024-06,A,18,225.0
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,45.0,PC (1 PC),Epicerie,vendredi,2024-06,B,18,165.0
DADDY'S CHIPS SPICY PAPRIKA 70G,30.0,PC (1 PC),Epicerie,vendredi,2024-06,A,18,165.0
DINOL,90.0,BIDON (1 KG),Hygiène,vendredi,2024-06,A,18,135.0
DOSETTE KETCHUP PB,2000.0,PC (1000 PC),Epicerie,dimanche,2024-06,C,18,4000.0
DOSETTE MAYO PB,2000.0,PC,Epicerie,dimanche,2024-06,C,18,4000.0
EAU MELLITI PET 0.5 L,6.0,PC,Eaux et Sodas,vendredi,2024-06,D,18,901.0
EAU MINERALE 1.5L,2517.0,PC,Eaux et Sodas,jeudi,2024-06,A,18,4556.0
EMBALLAGE CREPE CIG,900.0,PC (1 PC),Consommable,dimanche,2024-06,B,18,2000.0
EMBALLAGE EN CARTON 30*12*6,50.0,PC (1 PC),Consommable,samedi,2024-06,D,18,300.0
EMINCE DE BOEUF PORT. SURGELE,34.665,KG (1000 GR),Viandes Surgelées,jeudi,2024-06,A,18,79.49000000000001
ESCALOPE POULET FRAIS,462.81,PC (1 KG),Volaille Surgelée,jeudi,2024-06,A,18,503.16
ESCALOPE POULET PANE CONGELE,62.48,KG (1 KG),Volaille Surgelée,vendredi,2024-06,A,18,128.91
ESSUIT TOUT JUMBO,117.0,PC (1 KG),Hygiène,jeudi,2024-06,A,18,157.0
ETUI SANDWICH,1000.0,PC,Consommable,mercredi,2024-06,B,18,4000.0
FANTA BOITE 24CL,748.0,PC (1 PC),Eaux et Sodas,jeudi,2024-06,A,18,1328.0
FANTA PET 30CL,144.0,PC (1 PQT),Eaux et Sodas,vendredi,2024-06,B,18,312.0
FARINE EN PAQUET,87.0,PC (1 KG),Epicerie,vendredi,2024-06,A,18,252.0
FILM ETIRABLE 725GR,30.0,PC (1 GR),Consommable,vendredi,2024-06,A,18,38.0
FOND DE PLATEAU CIG,3000.0,PC (1 PC),Consommable,vendredi,2024-06,C,18,3000.0
FOND PLATEAU GOURM,1000.0,PC (1 PC),Consommable,jeudi,2024-06,C,18,4000.0
FORNOX,18.0,PC (1 PC),Hygiène,vendredi,2024-06,B,18,48.0
FORTE NSPRS,4350.0,PC,Cafe,jeudi,2024-06,A,18,5150.0
FRITE SURGELE 9/9 CLASSIC 2.5 KG,210.0,KG (2.5 KG),Legumes Surgelés,jeudi,2024-06,A,18,290.0
FROMAGE CHEDDAR EN BLOC,25.0,KG,Beurre Oeuf Fromage,vendredi,2024-06,A,18,65.0
FROMAGE EDAM MEULE,15.45,KG,Beurre Oeuf Fromage,samedi,2024-06,B,18,35.622
FROMAGE GOUTA,0.33,KG,Beurre Oeuf Fromage,jeudi,2024-06,C,18,16.0
FROMAGE LAND OR,23.35,PC (1 KG),Beurre Oeuf Fromage,jeudi,2024-06,A,18,25.4
FROMAGE MEULE GOUDA KG,17.8,KG (1 KG),Beurre Oeuf Fromage,lundi,2024-06,A,18,32.932
FROMAGE MOZZARELLA CARRE KG,130.0,KG (1 KG),Beurre Oeuf Fromage,vendredi,2024-06,C,18,155.0
GANT EN VINYL  XL,7100.0,SCH (1 PC),Hygiène,jeudi,2024-06,A,18,12500.0
GANT EN VINYL MEDUIM,4200.0,SCH (1 PC),Hygiène,vendredi,2024-06,A,18,5700.0
GARCI GAZ P.E.T 1 L,289.0,L (1 GR),Eaux et Sodas,jeudi,2024-06,A,18,344.0
GATEAU CHOCOLAT PBC,60.0,PC (1 PC),Viennoiserie,vendredi,2024-06,B,18,100.0
GOBLET 6.5 PLAN B,2000.0,PC (1 PC),Consommable,samedi,2024-06,B,18,3300.0
GOBLET 9 PLAN B,2000.0,PC (1 PC),Consommable,samedi,2024-06,B,18,3000.0
GOBLET CAFE 192 ML CIG,4000.0,PC (1 PC),Consommable,vendredi,2024-06,B,18,4000.0
GOBLET CARTON 17 CL CIGUSTA,300.0,PC (1 PC),Consommable,samedi,2024-06,C,18,3000.0
GOBLET CARTON GOURM 19 CL,2000.0,PC (1 PC),Consommable,samedi,2024-06,B,18,4000.0
GOBLET CARTON GOURM 25CL,3000.0,PC (1 PC),Consommable,jeudi,2024-06,B,18,4000.0
GOBLET CI CAFE CIGUSTA,500.0,PC,Consommable,dimanche,2024-06,B,18,1000.0
GOBLET DB 19 CC,9000.0,PC (1 PC),Consommable,vendredi,2024-06,A,18,12000.0
GOBLET DB 25 CC,5050.0,PC,Consommable,vendredi,2024-06,A,18,11600.0
GOBLET JUS TRANSPARENT CI GUSTA,200.0,PC (1 PC),Consommable,samedi,2024-06,C,18,1000.0
GOBLET PET 350 CC,2950.0,PC (1 PC),Consommable,vendredi,2024-06,A,18,5950.0
GOBLET PET 400CC,800.0,PC,Consommable,mercredi,2024-06,B,18,2300.0
GOBLET PP TRANSPARENT 200CC/80MM YOZEL,400.0,PC,Consommable,lundi,2024-06,D,18,700.0
GOBLET TRA 270ML + COUVERCLE,500.0,PC,Consommable,vendredi,2024-06,C,18,1000.0
HARISSA 5/2,52.0,BOTTE (1 BTE),Epicerie,samedi,2024-06,A,18,53.0
HEINEKEN BLLE 30CL,1009.0,BTL,Alcools,vendredi,2024-06,A,18,1061.0
HUILE D'OLIVE POMACE,23.75,L,Epicerie,vendredi,2024-06,B,18,28.5
HUILE VEGETALE 5L,45.0,L (5 PC),Epicerie,jeudi,2024-06,A,18,54.0
JEX CARRE,74.0,PC (1 PC),Hygiène,vendredi,2024-06,A,18,180.0
JOUR ET NUIT BLANC 1/2,52.0,PC (1 PC),Alcools,mercredi,2024-06,C,18,52.0
JOUR ET NUIT ROSE 1/2,52.0,PC (1 PC),Alcools,mercredi,2024-06,B,18,52.0
JOUR ET NUIT ROSE 3/4,30.0,PC (1 PC),Alcools,mercredi,2024-06,C,18,30.0
JOUR ET NUIT3/4 BLANC,30.0,PC (1 PC),Alcools,mercredi,2024-06,C,18,30.0
JOUR ET NUIT3/4 ROUGE,24.0,PC (1 PC),Alcools,mercredi,2024-06,D,18,24.0
JUS CITRONADE  CLASSIQUE 250 ml,1403.0,PC,Jus Fruit Lait,jeudi,2024-06,A,18,1403.0
JUS STILL 20 CL,314.0,PC,Jus Fruit Lait,jeudi,2024-06,A,18,552.0
KETCHUP BIDON 5L,15.0,PC (1 KG),Epicerie,lundi,2024-06,B,18,35.0
KINDER T4,60.0,PC (1 PC),Epicerie,vendredi,2024-06,B,18,180.0
KIWI,439.0,PC (1 PC),Fruits & Legumes Frais,jeudi,2024-06,A,18,641.0
LAIT UHT DEMI ECREME,1046.0,PQT (1 L),Jus Fruit Lait,jeudi,2024-06,A,18,1322.0
LAVETTE COTON,110.0,PC (1 PC),Hygiène,vendredi,2024-06,A,18,149.0
LEVURE BOULANGERE NORMALE,15.0,PC (1 PC),Boulangerie_R,samedi,2024-06,B,18,34.0
LOT CAFE GRAIN ESPRESSO ELITE 3,67.0,PC (1 KG),Cafe,vendredi,2024-06,A,18,128.0
LOT CAFE GRAINS  PUR EXPRESS,25.0,KG,Cafe,jeudi,2024-06,A,18,73.0
MAIS EN BOITE,50.7,KG (1 KG),Viandes Surgelées,jeudi,2024-06,A,18,92.0
MARINADE POULET GRILLE 2KG PB,34.0,PC (1 KG),Volaille Surgelée,jeudi,2024-06,A,18,36.0
MAY 0.5L,10604.0,PC (1 PC),Eaux et Sodas,jeudi,2024-06,A,18,22614.0
MAYO 5L DEJ,170.0,KG (5000 GR),Beurre Oeuf Fromage,vendredi,2024-06,A,18,170.0
MELON,39.25,PC (1 KG),Fruits & Legumes Frais,samedi,2024-06,B,18,60.8
MENTHE FRAICHE,1.0,PC (1 PC),Legumes Frais,vendredi,2024-06,B,18,16.0
MENTOS ROLLS FRUIT FLAVOUR,80.0,PC (1 PC),Epicerie,vendredi,2024-06,D,18,80.0
MENTOS ROLLS MENTHE,80.0,PC (1 PC),Epicerie,vendredi,2024-06,D,18,80.0
MENTOS ROLLS TUTTI FRUTTI,40.0,PC,Epicerie,vendredi,2024-06,D,18,80.0
MIRA 1L,1140.0,PC (1 PC),Eaux et Sodas,vendredi,2024-06,A,18,1848.0
MIX A CREPE FRANCAISE,76.0,SAC (1 SAC),Pâtisseries,jeudi,2024-06,B,18,150.0
MOELLEUX CHOCOLAT,36.0,PC (1 PC),Viennoiserie,mardi,2024-06,C,18,108.0
MOUTARDE DIJON 840 GR,8.0,BTE (840 GR),Epicerie,vendredi,2024-06,B,18,25.0
MUFFINS VANILLE,24.0,PC (1 PC),Viennoiserie,mardi,2024-06,B,18,96.0
Muffin daily'n,45.0,PC (1 PC),Pâtisseries,jeudi,2024-06,A,18,1109.0
NOIX DE CAJOU GRILLES SALEES 65GR,24.0,PC (1 PC),Fruits Secs,mercredi,2024-06,B,18,96.0
NUGGETS PANE PB,100.0,PC (1 PC),Volaille Surgelée,jeudi,2024-06,A,18,275.0
OEUFS,64.0,PC (30 PC),Beurre Oeuf Fromage,vendredi,2024-06,A,18,83.0
OIGNONS BLANC,61.2,KG (1 KG),Legumes Frais,lundi,2024-06,A,18,127.3
OIGNONS ROUGE,75.75,KG (1 KG),Legumes Frais,samedi,2024-06,A,18,119.4
OLIVE DENOYETE,21.0,KG,Legumes Frais,mardi,2024-06,B,18,35.0
OLIVE NOIRE SLICE,28.0,KG,Legumes Frais,vendredi,2024-06,B,18,35.0
OLIVE VIOLETTE,5.0,KG (1 KG),Legumes Frais,jeudi,2024-06,C,18,14.0
ORANGE A JUS,1688.65,KG (1 KG),Jus Fruit Lait,jeudi,2024-06,A,18,2117.05
PACK FOOD BOWL + COUVERCLE 1.2 L,50.0,PC (1 PC),Consommable,vendredi,2024-06,B,18,175.0
PAIN AU CHOCOLAT PUR BERRE GF SURG.,1050.0,PC (1 PC),Viennoiserie,jeudi,2024-06,B,18,4400.0
PAIN CHAWARMA *10,102.0,PQT (10 PC),Boulangerie_R,vendredi,2024-06,A,18,115.0
PAIN CIABATTA NATURE,200.0,PC,Boulangerie_R,jeudi,2024-06,A,18,6590.0
PAIN DE MIE CEREALE,52.0,PC,Boulangerie_R,jeudi,2024-06,B,18,130.0
PAIN DE MIE NATURE,104.0,PC,Boulangerie_R,jeudi,2024-06,B,18,130.0
PAIN HAMBURGER AC,220.0,PC (1 PC),Boulangerie_R,jeudi,2024-06,A,18,836.0
PAIN SANDWICH CI GUSTA,508.0,PC (1 PC),Boulangerie_R,samedi,2024-06,A,18,777.0
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,250.0,PC (1 PC),Viennoiserie,jeudi,2024-06,B,18,1200.0
PAIN SHNEK AU RAISIN MARGARINE,250.0,PC (1 KG),Pâtisseries,jeudi,2024-06,C,18,700.0
PAPIER SERVIETTE GOURMANDISE,40.0,PC (1 PC),Consommable,samedi,2024-06,B,18,128.0
PAQUET 17/4,200.0,PC (1 PC),Consommable,vendredi,2024-06,C,18,300.0
PASTEQUE,87.15,KG (1 KG),Fruits & Legumes Frais,samedi,2024-06,B,18,129.85
PATE PIZZA FOCACCIA 12/40,60.0,PC,Boulangerie_R,dimanche,2024-06,A,18,170.0
PATE PIZZA FOCACCIA D32 CM,30.0,PC (1 PC),Boulangerie_R,vendredi,2024-06,C,18,50.0
PATE PIZZA PANCROCCHINO 12/40,236.0,PC (1 PC),Boulangerie_R,vendredi,2024-06,A,18,520.0
PATE SPAGHETTI,5.0,PC (1 PC),Epicerie,jeudi,2024-06,B,18,74.0
PECHES,12.1,KG (1 KG),Fruits & Legumes Frais,jeudi,2024-06,A,18,27.5
PEPITTE DE DECORATION NOIRE KG,1.5,KG (1000 GR),Epicerie,lundi,2024-06,D,18,8.5
PIMENT DOUX,32.9,KG (1 KG),Legumes Frais,vendredi,2024-06,A,18,97.3
PIMENT FORT,51.75,KG (1 KG),Legumes Frais,jeudi,2024-06,A,18,78.95
POIS CHICHE KG,1.0,PC (1 PC),Legumes Secs,mercredi,2024-06,C,18,8.0
POMME (FRUIT),5.95,KG (1 KG),Fruits & Legumes Frais,lundi,2024-06,A,18,22.15
POMME DE TERRE,204.7,KG (1 KG),Legumes Frais,samedi,2024-06,A,18,292.25
POUDRE TENDERS PB,23.0,KG (1 KG),Volaille Surgelée,lundi,2024-06,B,18,42.0
POULET PANE AMANDE PB,240.0,PC (40 PC),Volaille Surgelée,jeudi,2024-06,A,18,350.0
RAME PAPIER A4,8.0,PC (1 PC),Fournitures de Bureau,vendredi,2024-06,B,18,23.0
RED BULL,292.0,PC (1 PC),Eaux et Sodas,jeudi,2024-06,A,18,609.0
REMANENT HERBE CF,1.0,PC (1 PC),Hygiène,samedi,2024-06,B,18,10.0
ROULEAU CAISSE 80*80,180.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-06,A,18,205.0
ROULEAU TPE,245.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-06,A,18,286.0
SAC A POUBELLE GEANT BLANC,1575.0,PC (1 PC),Hygiène,vendredi,2024-06,A,18,2075.0
SAC BOUTIQUE GDISE HD 40/35 BLANC,250.0,PC,Consommable,vendredi,2024-06,D,18,1000.0
SAC BOUTIQUE GDISE HD 50/45 BLANC,250.0,PC,Consommable,vendredi,2024-06,D,18,1000.0
SAC EN PAPIER KRAFT 30/30/26,150.0,PC (1 PC),Consommable,jeudi,2024-06,C,18,150.0
SAC SANDWICH,3000.0,PC (1 PC),Consommable,samedi,2024-06,C,18,7500.0
SAC SANDWICH DAILY BREAK,9000.0,PC,Consommable,dimanche,2024-06,B,18,10000.0
SAC SOUS VIDE LISSE 15*20,400.0,PC (1 PC),Consommable,vendredi,2024-06,D,18,1900.0
SACHET BRETELLES 38X60 MF,50.0,PC (1 PC),Consommable,mercredi,2024-06,B,18,225.0
SALADE LAITUE TUN,283.6,KG (1 KG),Legumes Frais,jeudi,2024-06,A,18,393.7
SANIT SURF,30.0,PC (1 PC),Hygiène,vendredi,2024-06,A,18,51.0
SAUCE A L'AIL,3.0,PC,Epicerie,mercredi,2024-06,B,18,12.0
SAUCE BARBECUE PB,5.0,KG,Epicerie,vendredi,2024-06,D,18,15.0
SAUCE PLAN B 5KG,20.0,SEAU (1000 GR),Epicerie,samedi,2024-06,B,18,25.0
SAVON LIQ OXY'SOAP 1L,1.0,L (1 L),Hygiène,vendredi,2024-06,A,18,12.0
SEL FIN DE TABLE,15.0,PC (1 KG),Epicerie,jeudi,2024-06,B,18,23.0
SEMOULE FINE,25.0,KG (1 KG),Epicerie,jeudi,2024-06,B,18,145.0
SERPILLERE,65.0,PC (1 PC),Hygiène,vendredi,2024-06,A,18,122.0
SERVIETTE 30*30 CIGUSTA,96.0,PC (1 PC),Consommable,mercredi,2024-06,B,18,192.0
SERVIETTE 30*30 MF,22.0,PQT (1 PQT),Consommable,dimanche,2024-06,B,18,74.0
SERVIETTE EN PAPIER 30*30,711.0,PC (1 PC),Consommable,jeudi,2024-06,A,18,786.0
